cible,horizon,annee_projetee,X_tend_MAR,X_bench_comb,alpha,scenario,X_scenario
CROISSANCE_PIB,1,2025,5.04998335006836,6.308198058734143,1.0,tout_vietnam,6.308198058734143
CROISSANCE_PIB,2,2026,3.509711489313411,6.313211308577637,1.0,tout_vietnam,6.313211308577637
CROISSANCE_PIB,3,2027,3.620156701406159,6.312865413894423,1.0,tout_vietnam,6.312865413894423
CROISSANCE_PIB,4,2028,3.4986831086382404,6.284951219767846,1.0,tout_vietnam,6.284951219767846
CROISSANCE_PIB,5,2029,3.7460997755877137,6.222378250311045,1.0,tout_vietnam,6.222378250311045
CROISSANCE_PIB,6,2030,3.4583534413727715,6.572706702897633,1.0,tout_vietnam,6.572706702897633
CROISSANCE_PIB,7,2031,3.2176608542044423,6.106797914816368,1.0,tout_vietnam,6.106797914816368
CROISSANCE_PIB,8,2032,3.204519271104457,6.046638704743542,1.0,tout_vietnam,6.046638704743542
CROISSANCE_PIB,9,2033,3.049518015370529,6.0706929232329125,1.0,tout_vietnam,6.0706929232329125
CROISSANCE_PIB,10,2034,3.003101256304392,6.299193468408714,1.0,tout_vietnam,6.299193468408714
INFLATION_CPI,1,2025,1.941753827880104,3.983927653105809,1.0,tout_vietnam,3.983927653105809
INFLATION_CPI,2,2026,1.909822805690191,6.398522602272792,1.0,tout_vietnam,6.398522602272792
INFLATION_CPI,3,2027,1.867957282745768,6.549183289383917,1.0,tout_vietnam,6.549183289383917
INFLATION_CPI,4,2028,1.899845711232996,6.488895079498308,1.0,tout_vietnam,6.488895079498308
INFLATION_CPI,5,2029,1.9201657951037585,6.503515837302589,1.0,tout_vietnam,6.503515837302589
INFLATION_CPI,6,2030,1.969509170634696,7.173497142076809,1.0,tout_vietnam,7.173497142076809
INFLATION_CPI,7,2031,18.10521654431477,12.753440189207314,1.0,tout_vietnam,12.753440189207314
INFLATION_CPI,8,2032,1.8878722026928043,6.191950735107904,1.0,tout_vietnam,6.191950735107904
INFLATION_CPI,9,2033,3.330019710259049,43.141445077470266,1.0,tout_vietnam,43.141445077470266
INFLATION_CPI,10,2034,-3.24279972454773,7.001956810741821,1.0,tout_vietnam,7.001956810741821
SOBG,1,2025,-4.0072216236475,-2.358344720997619,1.0,tout_vietnam,-2.358344720997619
SOBG,2,2026,-4.004278717867406,-2.473316317869552,1.0,tout_vietnam,-2.473316317869552
SOBG,3,2027,1.9991674680393103,-2.545319653215399,1.0,tout_vietnam,-2.545319653215399
SOBG,4,2028,-2.481499649415864,-6.77195960437875,1.0,tout_vietnam,-6.77195960437875
SOBG,5,2029,-4.820317204136513,-2.7134152218236025,1.0,tout_vietnam,-2.7134152218236025
SOBG,6,2030,-4.049276930084993,1.07538558155062,1.0,tout_vietnam,1.07538558155062
SOBG,7,2031,-3.960102067469624,-2.9651668280831043,1.0,tout_vietnam,-2.9651668280831043
SOBG,8,2032,-3.289773315323618,-2.4429934307243157,1.0,tout_vietnam,-2.4429934307243157
SOBG,9,2033,-3.9237158629842814,-2.034632928845387,1.0,tout_vietnam,-2.034632928845387
SOBG,10,2034,-4.318586108411031,-1.8404111320712928,1.0,tout_vietnam,-1.8404111320712928
DETTE_PUBLIQUE,1,2025,66.92314167518917,33.759320776506264,1.0,tout_vietnam,33.759320776506264
DETTE_PUBLIQUE,2,2026,60.754583458680166,35.50893153432792,1.0,tout_vietnam,35.50893153432792
DETTE_PUBLIQUE,3,2027,49.537717748090806,32.64688599454449,1.0,tout_vietnam,32.64688599454449
DETTE_PUBLIQUE,4,2028,51.72529487763072,49.43855388915344,1.0,tout_vietnam,49.43855388915344
DETTE_PUBLIQUE,5,2029,49.8900831665735,42.06943919556454,1.0,tout_vietnam,42.06943919556454
DETTE_PUBLIQUE,6,2030,59.4836124613243,47.30401221066664,1.0,tout_vietnam,47.30401221066664
DETTE_PUBLIQUE,7,2031,57.486891330663695,48.10213024928861,1.0,tout_vietnam,48.10213024928861
DETTE_PUBLIQUE,8,2032,52.48006684871436,38.21602261563565,1.0,tout_vietnam,38.21602261563565
DETTE_PUBLIQUE,9,2033,54.635797451880194,48.09582111399874,1.0,tout_vietnam,48.09582111399874
DETTE_PUBLIQUE,10,2034,50.94518567188014,44.40396029431998,1.0,tout_vietnam,44.40396029431998
BALANCE_COURANTE,1,2025,-2.0677131613099538,1.5868090457323332,1.0,tout_vietnam,1.5868090457323332
BALANCE_COURANTE,2,2026,-1.953815556349596,-0.9665113057173106,1.0,tout_vietnam,-0.9665113057173106
BALANCE_COURANTE,3,2027,-0.9720773860117802,-0.4544956764899825,1.0,tout_vietnam,-0.4544956764899825
BALANCE_COURANTE,4,2028,-0.5852941514400931,1.6943633359972985,1.0,tout_vietnam,1.6943633359972985
BALANCE_COURANTE,5,2029,-1.7916280592519835,8.592013297187822,1.0,tout_vietnam,8.592013297187822
BALANCE_COURANTE,6,2030,-0.952440028422172,0.1911950470654977,1.0,tout_vietnam,0.1911950470654977
BALANCE_COURANTE,7,2031,-0.8964876596761036,0.7043170906742144,1.0,tout_vietnam,0.7043170906742144
BALANCE_COURANTE,8,2032,-3.1273949251180557,1.6201799491303497,1.0,tout_vietnam,1.6201799491303497
BALANCE_COURANTE,9,2033,-3.277758490863761,1.4861889138548072,1.0,tout_vietnam,1.4861889138548072
BALANCE_COURANTE,10,2034,-3.443426744013617,2.000808190791381,1.0,tout_vietnam,2.000808190791381
TACH,1,2025,9.278621213439894,1.7593889948079773,1.0,tout_vietnam,1.7593889948079773
TACH,2,2026,9.470729046301155,1.7266521739130438,1.0,tout_vietnam,1.7266521739130438
TACH,3,2027,9.616954044911695,1.748590460063116,1.0,tout_vietnam,1.748590460063116
TACH,4,2028,9.898324727503525,2.057266728019669,1.0,tout_vietnam,2.057266728019669
TACH,5,2029,9.477596140444357,1.7979882628163752,1.0,tout_vietnam,1.7979882628163752
TACH,6,2030,9.435526315789476,2.0563875918953407,1.0,tout_vietnam,2.0563875918953407
TACH,7,2031,11.457825983015374,1.07402874814042,1.0,tout_vietnam,1.07402874814042
TACH,8,2032,9.414411764705884,1.482357499322227,1.0,tout_vietnam,1.482357499322227
TACH,9,2033,9.4046875,1.57275,1.0,tout_vietnam,1.57275
TACH,10,2034,9.426929112964483,1.6944195412716514,1.0,tout_vietnam,1.6944195412716514
FBCF,1,2025,26.985873772671624,30.74395983788531,1.0,tout_vietnam,30.74395983788531
FBCF,2,2026,27.147184316234227,30.076208265198208,1.0,tout_vietnam,30.076208265198208
FBCF,3,2027,27.30744087020855,29.64012003642785,1.0,tout_vietnam,29.64012003642785
FBCF,4,2028,27.704603846573686,30.958108619377867,1.0,tout_vietnam,30.958108619377867
FBCF,5,2029,27.153026796296537,30.84331537691004,1.0,tout_vietnam,30.84331537691004
FBCF,6,2030,24.56272131089901,30.82066891417216,1.0,tout_vietnam,30.82066891417216
FBCF,7,2031,29.492439497065696,30.790485144395834,1.0,tout_vietnam,30.790485144395834
FBCF,8,2032,31.625865287818336,30.53657813369544,1.0,tout_vietnam,30.53657813369544
FBCF,9,2033,28.205030918531374,31.986019982732135,1.0,tout_vietnam,31.986019982732135
FBCF,10,2034,28.06141339544664,30.230632875231144,1.0,tout_vietnam,30.230632875231144
CROISSANCE_PIB,1,2025,5.04998335006836,3.987653928136062,1.0,tout_costa_rica,3.987653928136062
CROISSANCE_PIB,2,2026,3.509711489313411,4.009240180004706,1.0,tout_costa_rica,4.009240180004706
CROISSANCE_PIB,3,2027,3.620156701406159,3.842160545851745,1.0,tout_costa_rica,3.842160545851745
CROISSANCE_PIB,4,2028,3.4986831086382404,4.022784189534416,1.0,tout_costa_rica,4.022784189534416
CROISSANCE_PIB,5,2029,3.7460997755877137,4.002693409677408,1.0,tout_costa_rica,4.002693409677408
CROISSANCE_PIB,6,2030,3.4583534413727715,4.004063256800713,1.0,tout_costa_rica,4.004063256800713
CROISSANCE_PIB,7,2031,3.2176608542044423,7.321784209980146,1.0,tout_costa_rica,7.321784209980146
CROISSANCE_PIB,8,2032,3.204519271104457,4.618695189226992,1.0,tout_costa_rica,4.618695189226992
CROISSANCE_PIB,9,2033,3.049518015370529,4.475817552909088,1.0,tout_costa_rica,4.475817552909088
CROISSANCE_PIB,10,2034,3.003101256304392,3.7780437085110816,1.0,tout_costa_rica,3.7780437085110816
INFLATION_CPI,1,2025,1.941753827880104,1.966084681274007,1.0,tout_costa_rica,1.966084681274007
INFLATION_CPI,2,2026,1.909822805690191,-2.357023189798974,1.0,tout_costa_rica,-2.357023189798974
INFLATION_CPI,3,2027,1.867957282745768,1.2474552509732906,1.0,tout_costa_rica,1.2474552509732906
INFLATION_CPI,4,2028,1.899845711232996,1.4012296841832814,1.0,tout_costa_rica,1.4012296841832814
INFLATION_CPI,5,2029,1.9201657951037585,1.5640251820501807,1.0,tout_costa_rica,1.5640251820501807
INFLATION_CPI,6,2030,1.969509170634696,2.296565104135269,1.0,tout_costa_rica,2.296565104135269
INFLATION_CPI,7,2031,18.10521654431477,-0.0738129068228703,1.0,tout_costa_rica,-0.0738129068228703
INFLATION_CPI,8,2032,1.8878722026928043,2.1722826023264266,1.0,tout_costa_rica,2.1722826023264266
INFLATION_CPI,9,2033,3.330019710259049,0.5109843654684352,1.0,tout_costa_rica,0.5109843654684352
INFLATION_CPI,10,2034,-3.24279972454773,2.823521410435588,1.0,tout_costa_rica,2.823521410435588
SOBG,1,2025,-4.0072216236475,-3.9163118267320622,1.0,tout_costa_rica,-3.9163118267320622
SOBG,2,2026,-4.004278717867406,-4.004811597699923,1.0,tout_costa_rica,-4.004811597699923
SOBG,3,2027,1.9991674680393103,-4.032079950351562,1.0,tout_costa_rica,-4.032079950351562
SOBG,4,2028,-2.481499649415864,-4.0629223139273005,1.0,tout_costa_rica,-4.0629223139273005
SOBG,5,2029,-4.820317204136513,-4.166698718339795,1.0,tout_costa_rica,-4.166698718339795
SOBG,6,2030,-4.049276930084993,2.0033684044436253,1.0,tout_costa_rica,2.0033684044436253
SOBG,7,2031,-3.960102067469624,-5.488931841979952,1.0,tout_costa_rica,-5.488931841979952
SOBG,8,2032,-3.289773315323618,-3.317125015386922,1.0,tout_costa_rica,-3.317125015386922
SOBG,9,2033,-3.9237158629842814,-4.236132370335888,1.0,tout_costa_rica,-4.236132370335888
SOBG,10,2034,-4.318586108411031,-3.357761345677943,1.0,tout_costa_rica,-3.357761345677943
DETTE_PUBLIQUE,1,2025,66.92314167518917,51.93412942217921,1.0,tout_costa_rica,51.93412942217921
DETTE_PUBLIQUE,2,2026,60.754583458680166,41.84572639635731,1.0,tout_costa_rica,41.84572639635731
DETTE_PUBLIQUE,3,2027,49.537717748090806,39.900147165391566,1.0,tout_costa_rica,39.900147165391566
DETTE_PUBLIQUE,4,2028,51.72529487763072,31.948135633428148,1.0,tout_costa_rica,31.948135633428148
DETTE_PUBLIQUE,5,2029,49.8900831665735,-16.153220180474946,1.0,tout_costa_rica,-16.153220180474946
DETTE_PUBLIQUE,6,2030,59.4836124613243,-9.798897061277296,1.0,tout_costa_rica,-9.798897061277296
DETTE_PUBLIQUE,7,2031,57.486891330663695,-17.0561835842922,1.0,tout_costa_rica,-17.0561835842922
DETTE_PUBLIQUE,8,2032,52.48006684871436,-14.069928894004796,1.0,tout_costa_rica,-14.069928894004796
DETTE_PUBLIQUE,9,2033,54.635797451880194,-25.36500079531869,1.0,tout_costa_rica,-25.36500079531869
DETTE_PUBLIQUE,10,2034,50.94518567188014,-3.3150206144080343,1.0,tout_costa_rica,-3.3150206144080343
BALANCE_COURANTE,1,2025,-2.0677131613099538,-2.543735236224466,1.0,tout_costa_rica,-2.543735236224466
BALANCE_COURANTE,2,2026,-1.953815556349596,-2.6769635780853367,1.0,tout_costa_rica,-2.6769635780853367
BALANCE_COURANTE,3,2027,-0.9720773860117802,-0.5886006301203741,1.0,tout_costa_rica,-0.5886006301203741
BALANCE_COURANTE,4,2028,-0.5852941514400931,-1.1075477998675505,1.0,tout_costa_rica,-1.1075477998675505
BALANCE_COURANTE,5,2029,-1.7916280592519835,0.0629418350466402,1.0,tout_costa_rica,0.0629418350466402
BALANCE_COURANTE,6,2030,-0.952440028422172,-3.1187919213519053,1.0,tout_costa_rica,-3.1187919213519053
BALANCE_COURANTE,7,2031,-0.8964876596761036,-6.567677692925656,1.0,tout_costa_rica,-6.567677692925656
BALANCE_COURANTE,8,2032,-3.1273949251180557,-3.563279669283135,1.0,tout_costa_rica,-3.563279669283135
BALANCE_COURANTE,9,2033,-3.277758490863761,-2.9626163437175745,1.0,tout_costa_rica,-2.9626163437175745
BALANCE_COURANTE,10,2034,-3.443426744013617,-4.206674460276859,1.0,tout_costa_rica,-4.206674460276859
TACH,1,2025,9.278621213439894,7.791695003211777,1.0,tout_costa_rica,7.791695003211777
TACH,2,2026,9.470729046301155,10.207152842678934,1.0,tout_costa_rica,10.207152842678934
TACH,3,2027,9.616954044911695,14.381028418556845,1.0,tout_costa_rica,14.381028418556845
TACH,4,2028,9.898324727503525,15.179461188360436,1.0,tout_costa_rica,15.179461188360436
TACH,5,2029,9.477596140444357,8.769262736236211,1.0,tout_costa_rica,8.769262736236211
TACH,6,2030,9.435526315789476,11.204621718049024,1.0,tout_costa_rica,11.204621718049024
TACH,7,2031,11.457825983015374,13.038672123045476,1.0,tout_costa_rica,13.038672123045476
TACH,8,2032,9.414411764705884,19.052785976163378,1.0,tout_costa_rica,19.052785976163378
TACH,9,2033,9.4046875,10.090205665931482,1.0,tout_costa_rica,10.090205665931482
TACH,10,2034,9.426929112964483,9.73680922713675,1.0,tout_costa_rica,9.73680922713675
FBCF,1,2025,26.985873772671624,17.77957761118843,1.0,tout_costa_rica,17.77957761118843
FBCF,2,2026,27.147184316234227,14.209810115371804,1.0,tout_costa_rica,14.209810115371804
FBCF,3,2027,27.30744087020855,14.23920653783503,1.0,tout_costa_rica,14.23920653783503
FBCF,4,2028,27.704603846573686,12.856067689354669,1.0,tout_costa_rica,12.856067689354669
FBCF,5,2029,27.153026796296537,9.873708763383831,1.0,tout_costa_rica,9.873708763383831
FBCF,6,2030,24.56272131089901,11.26002439943106,1.0,tout_costa_rica,11.26002439943106
FBCF,7,2031,29.492439497065696,15.087281627644488,1.0,tout_costa_rica,15.087281627644488
FBCF,8,2032,31.625865287818336,15.37080089029946,1.0,tout_costa_rica,15.37080089029946
FBCF,9,2033,28.205030918531374,11.019491714077702,1.0,tout_costa_rica,11.019491714077702
FBCF,10,2034,28.06141339544664,13.312310922388583,1.0,tout_costa_rica,13.312310922388583
CROISSANCE_PIB,1,2025,5.04998335006836,1.3752629232509943,1.0,tout_danemark,1.3752629232509943
