cible,horizon,annee_projetee,X_tend_MAR,X_bench_comb,alpha,scenario,X_scenario
CROISSANCE_PIB,2,2026,3.509711489313411,1.3937512135662498,1.0,tout_danemark,1.3937512135662498
CROISSANCE_PIB,3,2027,3.620156701406159,1.4363521769656251,1.0,tout_danemark,1.4363521769656251
CROISSANCE_PIB,4,2028,3.4986831086382404,1.4837455660294598,1.0,tout_danemark,1.4837455660294598
CROISSANCE_PIB,5,2029,3.7460997755877137,1.4191152539589065,1.0,tout_danemark,1.4191152539589065
CROISSANCE_PIB,6,2030,3.4583534413727715,1.167416489787652,1.0,tout_danemark,1.167416489787652
CROISSANCE_PIB,7,2031,3.2176608542044423,1.269553550542686,1.0,tout_danemark,1.269553550542686
CROISSANCE_PIB,8,2032,3.204519271104457,1.3401021269697615,1.0,tout_danemark,1.3401021269697615
CROISSANCE_PIB,9,2033,3.049518015370529,-0.7465140105457555,1.0,tout_danemark,-0.7465140105457555
CROISSANCE_PIB,10,2034,3.003101256304392,1.7740461487271724,1.0,tout_danemark,1.7740461487271724
INFLATION_CPI,1,2025,1.941753827880104,1.9208771418448083,1.0,tout_danemark,1.9208771418448083
INFLATION_CPI,2,2026,1.909822805690191,1.8564945924406149,1.0,tout_danemark,1.8564945924406149
INFLATION_CPI,3,2027,1.867957282745768,-2.042366654350096,1.0,tout_danemark,-2.042366654350096
INFLATION_CPI,4,2028,1.899845711232996,-10.221517866328009,1.0,tout_danemark,-10.221517866328009
INFLATION_CPI,5,2029,1.9201657951037585,-1.322598272018443,1.0,tout_danemark,-1.322598272018443
INFLATION_CPI,6,2030,1.969509170634696,2.5008070336994503,1.0,tout_danemark,2.5008070336994503
INFLATION_CPI,7,2031,18.10521654431477,3.025752264905477,1.0,tout_danemark,3.025752264905477
INFLATION_CPI,8,2032,1.8878722026928043,1.8700025850660196,1.0,tout_danemark,1.8700025850660196
INFLATION_CPI,9,2033,3.330019710259049,7.502637360494051,1.0,tout_danemark,7.502637360494051
INFLATION_CPI,10,2034,-3.24279972454773,1.0171229963798605,1.0,tout_danemark,1.0171229963798605
SOBG,1,2025,-4.0072216236475,1.4653092168160695,1.0,tout_danemark,1.4653092168160695
SOBG,2,2026,-4.004278717867406,2.109220825126347,1.0,tout_danemark,2.109220825126347
SOBG,3,2027,1.9991674680393103,0.3691900061368189,1.0,tout_danemark,0.3691900061368189
SOBG,4,2028,-2.481499649415864,1.6024423786166444,1.0,tout_danemark,1.6024423786166444
SOBG,5,2029,-4.820317204136513,1.5708251418985064,1.0,tout_danemark,1.5708251418985064
SOBG,6,2030,-4.049276930084993,-4.79583543043906,1.0,tout_danemark,-4.79583543043906
SOBG,7,2031,-3.960102067469624,1.1626883238433017,1.0,tout_danemark,1.1626883238433017
SOBG,8,2032,-3.289773315323618,1.0047264079388083,1.0,tout_danemark,1.0047264079388083
SOBG,9,2033,-3.9237158629842814,0.7509349503829309,1.0,tout_danemark,0.7509349503829309
SOBG,10,2034,-4.318586108411031,-0.7338367146057106,1.0,tout_danemark,-0.7338367146057106
DETTE_PUBLIQUE,1,2025,66.92314167518917,36.80066498105103,1.0,tout_danemark,36.80066498105103
DETTE_PUBLIQUE,2,2026,60.754583458680166,39.18442427233134,1.0,tout_danemark,39.18442427233134
DETTE_PUBLIQUE,3,2027,49.537717748090806,38.36321953183629,1.0,tout_danemark,38.36321953183629
DETTE_PUBLIQUE,4,2028,51.72529487763072,42.28285936731137,1.0,tout_danemark,42.28285936731137
DETTE_PUBLIQUE,5,2029,49.8900831665735,41.07232627817318,1.0,tout_danemark,41.07232627817318
DETTE_PUBLIQUE,6,2030,59.4836124613243,55.88743151756436,1.0,tout_danemark,55.88743151756436
DETTE_PUBLIQUE,7,2031,57.486891330663695,54.35609883447663,1.0,tout_danemark,54.35609883447663
DETTE_PUBLIQUE,8,2032,52.48006684871436,49.11628617375139,1.0,tout_danemark,49.11628617375139
DETTE_PUBLIQUE,9,2033,54.635797451880194,41.91957971131161,1.0,tout_danemark,41.91957971131161
DETTE_PUBLIQUE,10,2034,50.94518567188014,32.67725383408481,1.0,tout_danemark,32.67725383408481
BALANCE_COURANTE,1,2025,-2.0677131613099538,13.173387954998574,1.0,tout_danemark,13.173387954998574
BALANCE_COURANTE,2,2026,-1.953815556349596,13.54283123618714,1.0,tout_danemark,13.54283123618714
BALANCE_COURANTE,3,2027,-0.9720773860117802,12.81712234968057,1.0,tout_danemark,12.81712234968057
BALANCE_COURANTE,4,2028,-0.5852941514400931,9.913304074528549,1.0,tout_danemark,9.913304074528549
BALANCE_COURANTE,5,2029,-1.7916280592519835,10.403786811769256,1.0,tout_danemark,10.403786811769256
BALANCE_COURANTE,6,2030,-0.952440028422172,10.577434865834576,1.0,tout_danemark,10.577434865834576
BALANCE_COURANTE,7,2031,-0.8964876596761036,11.024861519433522,1.0,tout_danemark,11.024861519433522
BALANCE_COURANTE,8,2032,-3.1273949251180557,11.705834602309702,1.0,tout_danemark,11.705834602309702
BALANCE_COURANTE,9,2033,-3.277758490863761,14.012392846032302,1.0,tout_danemark,14.012392846032302
BALANCE_COURANTE,10,2034,-3.443426744013617,13.57159394948918,1.0,tout_danemark,13.57159394948918
TACH,1,2025,9.278621213439894,5.518721826090235,1.0,tout_danemark,5.518721826090235
TACH,2,2026,9.470729046301155,5.607043478260869,1.0,tout_danemark,5.607043478260869
TACH,3,2027,9.616954044911695,5.667636363636364,1.0,tout_danemark,5.667636363636364
TACH,4,2028,9.898324727503525,5.680476190476191,1.0,tout_danemark,5.680476190476191
TACH,5,2029,9.477596140444357,5.7043,1.0,tout_danemark,5.7043
TACH,6,2030,9.435526315789476,5.750315789473684,1.0,tout_danemark,5.750315789473684
TACH,7,2031,11.457825983015374,5.8532777777777785,1.0,tout_danemark,5.8532777777777785
TACH,8,2032,9.414411764705884,4.146936302656397,1.0,tout_danemark,4.146936302656397
TACH,9,2033,9.4046875,1.4273797012440328,1.0,tout_danemark,1.4273797012440328
TACH,10,2034,9.426929112964483,0.7867503894079411,1.0,tout_danemark,0.7867503894079411
FBCF,1,2025,26.985873772671624,22.856852961508835,1.0,tout_danemark,22.856852961508835
FBCF,2,2026,27.147184316234227,23.090437864584946,1.0,tout_danemark,23.090437864584946
FBCF,3,2027,27.30744087020855,21.177333180591635,1.0,tout_danemark,21.177333180591635
FBCF,4,2028,27.704603846573686,15.020651037326887,1.0,tout_danemark,15.020651037326887
FBCF,5,2029,27.153026796296537,17.437521102469994,1.0,tout_danemark,17.437521102469994
FBCF,6,2030,24.56272131089901,18.681421449661016,1.0,tout_danemark,18.681421449661016
FBCF,7,2031,29.492439497065696,19.2391848622785,1.0,tout_danemark,19.2391848622785
FBCF,8,2032,31.625865287818336,17.747570927745553,1.0,tout_danemark,17.747570927745553
FBCF,9,2033,28.205030918531374,17.515662939703148,1.0,tout_danemark,17.515662939703148
FBCF,10,2034,28.06141339544664,20.79499293761591,1.0,tout_danemark,20.79499293761591
