cible,CROISSANCE_PIB,INFLATION_CPI,SOBG,DETTE_PUBLIQUE,BALANCE_COURANTE,TACH,FBCF
CROISSANCE_PIB,10.633040586818812,1.0456369313226963,0.8218283097094751,-7.919729982792009,-0.7731093425219563,-1.276822687329012,-0.258711555791854
INFLATION_CPI,1.0456369313226963,3.635914650145441,0.48908389489426174,-2.7644405338336364,0.3169596027809946,-0.6364682699900625,-0.34880044870366383
SOBG,0.8218283097094751,0.48908389489426174,3.7854618402731726,-3.835704939149835,-0.10112481737893043,-0.4103819395629686,1.3207798913627768
DETTE_PUBLIQUE,-7.919729982792009,-2.7644405338336364,-3.835704939149835,22.62851748176883,2.069271877106563,1.7598304197550936,-2.2656055275760565
BALANCE_COURANTE,-0.7731093425219563,0.3169596027809946,-0.10112481737893043,2.069271877106563,8.761214061584194,0.4137334242094403,-3.755012494319138
TACH,-1.276822687329012,-0.6364682699900625,-0.4103819395629686,1.7598304197550936,0.4137334242094403,0.6909536898788708,-0.21218565368273665
FBCF,-0.258711555791854,-0.34880044870366383,1.3207798913627768,-2.2656055275760565,-3.755012494319138,-0.21218565368273665,4.81226905384506
