pays,cible,horizon,origine,annee_projetee,valeur_projetee,n_entrainement,specification,horizon_teste_backtest
VNM,FBCF,1,2024,2025,30.74395983788531,24,etape3_nouveau,True
VNM,FBCF,2,2024,2026,30.076208265198208,23,etape3_nouveau,True
VNM,FBCF,3,2024,2027,29.640120036427852,22,etape3_nouveau,True
VNM,FBCF,4,2024,2028,30.958108619377867,21,etape3_nouveau,True
VNM,FBCF,5,2024,2029,30.843315376910038,20,etape3_nouveau,True
VNM,FBCF,6,2024,2030,30.82066891417216,19,etape3_nouveau,False
VNM,FBCF,7,2024,2031,30.790485144395834,18,etape3_nouveau,False
VNM,FBCF,8,2024,2032,30.536578133695436,17,etape3_nouveau,False
VNM,FBCF,9,2024,2033,31.986019982732138,16,etape3_nouveau,False
VNM,FBCF,10,2024,2034,30.230632875231144,15,etape3_nouveau,False
CRI,FBCF,1,2024,2025,17.77957761118843,24,etape3_nouveau,True
CRI,FBCF,2,2024,2026,14.209810115371805,23,etape3_nouveau,True
CRI,FBCF,3,2024,2027,14.23920653783503,22,etape3_nouveau,True
CRI,FBCF,4,2024,2028,12.856067689354667,21,etape3_nouveau,True
CRI,FBCF,5,2024,2029,9.873708763383831,20,etape3_nouveau,True
CRI,FBCF,6,2024,2030,11.26002439943106,19,etape3_nouveau,False
CRI,FBCF,7,2024,2031,15.087281627644487,18,etape3_nouveau,False
CRI,FBCF,8,2024,2032,15.37080089029946,17,etape3_nouveau,False
CRI,FBCF,9,2024,2033,11.019491714077702,16,etape3_nouveau,False
CRI,FBCF,10,2024,2034,13.312310922388583,15,etape3_nouveau,False
DNK,FBCF,1,2024,2025,22.856852961508835,24,etape3_nouveau,True
DNK,FBCF,2,2024,2026,23.090437864584942,23,etape3_nouveau,True
DNK,FBCF,3,2024,2027,21.177333180591635,22,etape3_nouveau,True
DNK,FBCF,4,2024,2028,15.020651037326889,21,etape3_nouveau,True
DNK,FBCF,5,2024,2029,17.437521102469994,20,etape3_nouveau,True
DNK,FBCF,6,2024,2030,18.681421449661016,19,etape3_nouveau,False
DNK,FBCF,7,2024,2031,19.2391848622785,18,etape3_nouveau,False
DNK,FBCF,8,2024,2032,17.747570927745553,17,etape3_nouveau,False
DNK,FBCF,9,2024,2033,17.515662939703148,16,etape3_nouveau,False
DNK,FBCF,10,2024,2034,20.79499293761591,15,etape3_nouveau,False
CHL,FBCF,1,2024,2025,23.771815176461438,24,etape3_nouveau,True
CHL,FBCF,2,2024,2026,23.96024509215416,23,etape3_nouveau,True
CHL,FBCF,3,2024,2027,23.740257198691324,22,etape3_nouveau,True
CHL,FBCF,4,2024,2028,21.172196836765956,21,etape3_nouveau,True
CHL,FBCF,5,2024,2029,24.138085763414107,20,etape3_nouveau,True
CHL,FBCF,6,2024,2030,24.202022989344595,19,etape3_nouveau,False
CHL,FBCF,7,2024,2031,24.351567391005364,18,etape3_nouveau,False
CHL,FBCF,8,2024,2032,24.72057742166567,17,etape3_nouveau,False
CHL,FBCF,9,2024,2033,29.95548282490821,16,etape3_nouveau,False
CHL,FBCF,10,2024,2034,23.794227744319304,15,etape3_nouveau,False
MYS,FBCF,1,2024,2025,20.6777720603692,24,etape3_nouveau,True
MYS,FBCF,2,2024,2026,21.468808282361007,23,etape3_nouveau,True
MYS,FBCF,3,2024,2027,25.04798730592571,22,etape3_nouveau,True
MYS,FBCF,4,2024,2028,27.112432891293857,21,etape3_nouveau,True
MYS,FBCF,5,2024,2029,28.862212499970695,20,etape3_nouveau,True
MYS,FBCF,6,2024,2030,29.078140974640455,19,etape3_nouveau,False
MYS,FBCF,7,2024,2031,30.845106191074265,18,etape3_nouveau,False
MYS,FBCF,8,2024,2032,28.43594994249424,17,etape3_nouveau,False
MYS,FBCF,9,2024,2033,25.34860767171372,16,etape3_nouveau,False
MYS,FBCF,10,2024,2034,21.194765913636733,15,etape3_nouveau,False
PRT,FBCF,1,2024,2025,20.15380196090106,24,etape3_nouveau,True
PRT,FBCF,2,2024,2026,19.904624232570693,23,etape3_nouveau,True
PRT,FBCF,3,2024,2027,19.571547218581358,22,etape3_nouveau,True
PRT,FBCF,4,2024,2028,19.372075995504844,21,etape3_nouveau,True
PRT,FBCF,5,2024,2029,19.169476425954425,20,etape3_nouveau,True
PRT,FBCF,6,2024,2030,18.961208046925915,19,etape3_nouveau,False
PRT,FBCF,7,2024,2031,18.762783296464868,18,etape3_nouveau,False
PRT,FBCF,8,2024,2032,18.542380994238215,17,etape3_nouveau,False
PRT,FBCF,9,2024,2033,21.49271882228076,16,etape3_nouveau,False
PRT,FBCF,10,2024,2034,22.3104509858101,15,etape3_nouveau,False
TUR,FBCF,1,2024,2025,30.10067666801038,24,etape3_nouveau,True
TUR,FBCF,2,2024,2026,28.856224616031554,23,etape3_nouveau,True
TUR,FBCF,3,2024,2027,28.707514561089763,22,etape3_nouveau,True
TUR,FBCF,4,2024,2028,30.696788692158734,21,etape3_nouveau,True
TUR,FBCF,5,2024,2029,30.173407640888747,20,etape3_nouveau,True
TUR,FBCF,6,2024,2030,29.864502444171237,19,etape3_nouveau,False
TUR,FBCF,7,2024,2031,29.86924527535863,18,etape3_nouveau,False
TUR,FBCF,8,2024,2032,30.90171733890512,17,etape3_nouveau,False
TUR,FBCF,9,2024,2033,29.94702267299217,16,etape3_nouveau,False
TUR,FBCF,10,2024,2034,30.22733780391128,15,etape3_nouveau,False
URY,FBCF,1,2024,2025,17.3310917464258,24,etape3_nouveau,True
URY,FBCF,2,2024,2026,17.538334965189915,23,etape3_nouveau,True
URY,FBCF,3,2024,2027,8.424233813617892,22,etape3_nouveau,True
URY,FBCF,4,2024,2028,14.500256085317881,21,etape3_nouveau,True
URY,FBCF,5,2024,2029,17.587964434569912,20,etape3_nouveau,True
URY,FBCF,6,2024,2030,19.063042163023756,19,etape3_nouveau,False
URY,FBCF,7,2024,2031,19.280360686727697,18,etape3_nouveau,False
URY,FBCF,8,2024,2032,18.539982504224316,17,etape3_nouveau,False
URY,FBCF,9,2024,2033,17.95655841568094,16,etape3_nouveau,False
URY,FBCF,10,2024,2034,17.525688154253636,15,etape3_nouveau,False
