cible,mediane,moyenne,borne_basse_68,borne_haute_68,borne_basse_95,borne_haute_95,scenario,horizon,distribution,annee_projetee,horizon_teste_backtest,n_tirages
FBCF,25.496018261770086,25.483083594838003,22.43537467305126,28.551601704791096,19.437811799093957,31.333212928835426,convergence_faible,2,gaussienne,2026,True,10000
CROISSANCE_PIB,4.7775953067186485,4.46923144641283,1.4267633997363327,5.546784054671036,-0.9780279759129171,15.036234555571527,convergence_faible,2,bootstrap_empirique,2026,True,10000
INFLATION_CPI,2.118473556207531,1.4861975609967646,-0.3036930566377978,2.9086017876957424,-3.545170267309981,3.5475114654760955,convergence_faible,2,bootstrap_empirique,2026,True,10000
SOBG,-2.5045259375848055,-2.7126448852365224,-3.879056616434961,-0.07581597846676758,-6.919061535397832,0.3607090129466122,convergence_faible,2,bootstrap_empirique,2026,True,10000
DETTE_PUBLIQUE,54.532027156143954,55.035479416928275,51.99072882886444,62.049860168125534,43.01502535932789,62.77405604346299,convergence_faible,2,bootstrap_empirique,2026,True,10000
BALANCE_COURANTE,1.205126965707693,1.611884563494692,-1.9541291900048878,6.14335691175125,-2.4903081047602176,6.423523018147276,convergence_faible,2,bootstrap_empirique,2026,True,10000
TACH,9.081367666885264,9.07779721609014,8.311553003220643,9.66495754604593,6.822791176276171,10.672222634685173,convergence_faible,2,bootstrap_empirique,2026,True,10000
FBCF,24.48145444070998,24.354332205018213,22.26440869610976,26.488475129910743,19.40465934204939,27.524507105163124,convergence_faible,2,bootstrap_empirique,2026,True,10000
CROISSANCE_PIB,3.554550069708273,3.5082569571642774,-2.173844701701453,9.205662459456352,-7.783911505487258,14.471749259602461,convergence_faible,3,gaussienne,2027,True,10000
INFLATION_CPI,1.5647485169211084,1.5866013213193346,-1.762744970335333,4.928454193783232,-4.903583736045133,8.184139439720665,convergence_faible,3,gaussienne,2027,True,10000
SOBG,1.020277381437761,0.9986531501528483,-2.384905196789927,4.331572419023923,-5.640624179759066,7.694836231844009,convergence_faible,3,gaussienne,2027,True,10000
DETTE_PUBLIQUE,46.75147867705735,46.74665426729217,38.47804316977034,55.080577441022285,30.347240252126,63.06924148868371,convergence_faible,3,gaussienne,2027,True,10000
BALANCE_COURANTE,0.4463818249231485,0.5502927692378238,-4.523298299390598,5.74871367551063,-9.308025881306602,10.689705376701774,convergence_faible,3,gaussienne,2027,True,10000
TACH,9.381164466253447,9.387676544760835,7.948663484681268,10.82023303258481,6.578785101599218,12.225871318685089,convergence_faible,3,gaussienne,2027,True,10000
FBCF,25.39563856545814,25.379796898469912,21.647131027017206,29.13794871640717,17.975881270464175,32.54471279726074,convergence_faible,3,gaussienne,2027,True,10000
CROISSANCE_PIB,4.847795310086301,4.539431449780483,1.4969634031039853,5.616984058038689,-0.9078279725452645,15.10643455893918,convergence_faible,3,bootstrap_empirique,2027,True,10000
INFLATION_CPI,2.0474543959977574,1.415178400786991,-0.37471221684757117,2.8375826274859692,-3.616189427519754,3.476492305266322,convergence_faible,3,bootstrap_empirique,2027,True,10000
SOBG,1.806654905175888,1.5985359575241713,0.43212422632573233,4.235364864293926,-2.6078806926371385,4.671889855707306,convergence_faible,3,bootstrap_empirique,2027,True,10000
DETTE_PUBLIQUE,45.715808004361406,46.21926026514573,43.17450967708189,53.233641016342986,34.198806207545346,53.957836891680444,convergence_faible,3,bootstrap_empirique,2027,True,10000
BALANCE_COURANTE,2.0993095453383255,2.5060671431253247,-1.0599466103742552,7.037539491381883,-1.5961255251295852,7.317705597777909,convergence_faible,3,bootstrap_empirique,2027,True,10000
TACH,9.627220090632457,9.623649639837335,8.857405426967837,10.210809969793123,7.368643600023365,11.218075058432367,convergence_faible,3,bootstrap_empirique,2027,True,10000
FBCF,24.38283330672304,24.25571107103127,22.16578756212282,26.3898539959238,19.306038208062446,27.425885971176182,convergence_faible,3,bootstrap_empirique,2027,True,10000
CROISSANCE_PIB,3.491410995734773,3.437956313756967,-3.1231695308609266,10.016753514618534,-9.601116689535958,16.097506777899117,convergence_faible,4,gaussienne,2028,True,10000
INFLATION_CPI,0.7273488277642952,0.7525822727680236,-3.1149096934241682,4.611421583786333,-6.741637907151694,8.370763090063676,convergence_faible,4,gaussienne,2028,True,10000
SOBG,-2.383324265006072,-2.408293776512795,-6.315290421365233,1.4402298976272194,-10.074670883811246,5.323792433002025,convergence_faible,4,gaussienne,2028,True,10000
DETTE_PUBLIQUE,48.68685493558502,48.68128418703181,39.1335145010747,58.30446976254929,29.744871994615192,67.5289844393149,convergence_faible,4,gaussienne,2028,True,10000
BALANCE_COURANTE,0.4428644812379525,0.5628505045816049,-5.295627833879798,6.5654699237767735,-10.820555348716262,12.2708357012696,convergence_faible,4,gaussienne,2028,True,10000
TACH,9.690465008001414,9.697984508559864,8.036355353351214,11.352158256308893,6.454556046892272,12.975249542035373,convergence_faible,4,gaussienne,2028,True,10000
FBCF,24.946369437441945,24.92807705604182,20.61796576468552,29.267616983524935,16.37877169426903,33.201409301817655,convergence_faible,4,gaussienne,2028,True,10000
CROISSANCE_PIB,4.779173199365636,4.470809339059818,1.4283412923833207,5.548361947318024,-0.9764500832659291,15.037812448218515,convergence_faible,4,bootstrap_empirique,2028,True,10000
INFLATION_CPI,1.2119089823785345,0.5796329871677681,-1.2102576304667942,2.002037213866746,-4.451734841138977,2.640946891647099,convergence_faible,4,bootstrap_empirique,2028,True,10000
SOBG,-1.5967872215692935,-1.8049061692210104,-2.971317900419449,0.8319227375487444,-6.01132281938232,1.268447728962124,convergence_faible,4,bootstrap_empirique,2028,True,10000
DETTE_PUBLIQUE,47.638613549069355,48.14206580985367,45.09731522178984,55.156446561050934,36.121611752253294,55.88064243638839,convergence_faible,4,bootstrap_empirique,2028,True,10000
BALANCE_COURANTE,2.1133357478856793,2.520093345672678,-1.0459204078269018,7.051565693929237,-1.5820993225822315,7.3317318003252625,convergence_faible,4,bootstrap_empirique,2028,True,10000
TACH,9.934165848969917,9.930595398174793,9.164351185305296,10.517755728130583,7.675589358360824,11.525020816769826,convergence_faible,4,bootstrap_empirique,2028,True,10000
FBCF,23.935046715325658,23.80792447963389,21.718000970725438,25.94206740452642,18.858251616665065,26.9780993797788,convergence_faible,4,bootstrap_empirique,2028,True,10000
CROISSANCE_PIB,3.670306024693277,3.610541873384273,-3.7250198253638938,10.965860749040175,-10.967584926088383,17.76434957458971,convergence_faible,5,gaussienne,2029,True,10000
INFLATION_CPI,1.7078981757235085,1.7361100248909271,-2.587877444529105,6.050423531733625,-6.642682855434681,10.253495111069924,convergence_faible,5,gaussienne,2029,True,10000
SOBG,-3.987053495532666,-4.014970258079664,-8.38312530095649,0.287810016117495,-12.586240434613432,4.629764928102245,convergence_faible,5,gaussienne,2029,True,10000
DETTE_PUBLIQUE,41.95156791079306,41.945339624567794,31.27060859891184,52.704388178044056,20.773787168468104,63.01770911639026,convergence_faible,5,gaussienne,2029,True,10000
BALANCE_COURANTE,-0.025067469841757006,0.1090809824313852,-6.440896922323476,6.820213514621744,-12.617953669290134,13.199006372109189,convergence_faible,5,gaussienne,2029,True,10000
TACH,8.710432398330145,8.718839455532914,6.8610815833118695,10.568261928814128,5.09257619530976,12.3829331531001,convergence_faible,5,gaussienne,2029,True,10000
FBCF,24.478225298047775,24.457773793907254,19.63892287487621,29.30952692837063,14.899359819243559,33.70764044490514,convergence_faible,5,gaussienne,2029,True,10000
CROISSANCE_PIB,4.953237575976522,4.644873715670704,1.6024056689942068,5.72242632392891,-0.802385706655043,15.211876824829401,convergence_faible,5,bootstrap_empirique,2029,True,10000
INFLATION_CPI,2.1940919798812093,1.5618159846704427,-0.22807463296411945,2.9842202113694207,-3.4695518436363026,3.623129889149774,convergence_faible,5,bootstrap_empirique,2029,True,10000
SOBG,-3.2003759124201014,-3.4084948600718183,-4.574906591270257,-0.7716659533020636,-7.614911510233128,-0.3351409618886838,convergence_faible,5,bootstrap_empirique,2029,True,10000
DETTE_PUBLIQUE,40.892251503075705,41.39570376386003,38.35095317579619,48.410084515057285,29.375249706259645,49.13428039039474,convergence_faible,5,bootstrap_empirique,2029,True,10000
BALANCE_COURANTE,1.6608599713132193,2.067617569100218,-1.4983961843993616,6.5990899173567765,-2.034575099154692,6.879256023752802,convergence_faible,5,bootstrap_empirique,2029,True,10000
TACH,8.952058633467127,8.948488182672005,8.182243969802506,9.535648512627793,6.693482142858034,10.542913601267037,convergence_faible,5,bootstrap_empirique,2029,True,10000
FBCF,23.468208716912905,23.341086481221136,21.251162972312684,25.475229406113666,18.39141361825231,26.511261381366047,convergence_faible,5,bootstrap_empirique,2029,True,10000
CROISSANCE_PIB,3.4463495553697325,3.3808812077655492,-4.654824020985026,11.4382293394461,-12.588656580717993,18.885600712846657,convergence_faible,6,gaussienne,2030,False,10000
INFLATION_CPI,2.2538606216873673,2.284765154043225,-2.4519257966988377,7.010858809737153,-6.893742576392809,11.615093039359857,convergence_faible,6,gaussienne,2030,False,10000
SOBG,-3.300759294064927,-3.3313405752239427,-8.116414678551106,1.3821190571081508,-12.720696619541602,6.138492355036964,convergence_faible,6,gaussienne,2030,False,10000
DETTE_PUBLIQUE,51.60277576678225,51.595953021061895,39.90237106495784,63.38190020112645,28.403679305842484,74.67957724257157,convergence_faible,6,gaussienne,2030,False,10000
BALANCE_COURANTE,-0.05863933217653482,0.08831293455227414,-7.086828364637044,7.439990283127113,-13.853455003243283,14.42760775852454,convergence_faible,6,gaussienne,2030,False,10000
TACH,8.94635451691908,8.955563986663467,6.920492200666933,10.981504800609697,4.983191612510572,12.969377528603586,convergence_faible,6,gaussienne,2030,False,10000
FBCF,22.808568045176827,22.78616454487148,17.507377845655878,28.100993815255453,12.315446649079652,32.91888578220409,convergence_faible,6,gaussienne,2030,False,10000
CROISSANCE_PIB,4.724913863105517,4.416550002799698,1.3740819561232018,5.4941026110579045,-1.030709419526048,14.983553111958397,convergence_faible,6,bootstrap_empirique,2030,False,10000
INFLATION_CPI,2.741531357926721,2.1092553627159543,0.3193647450813921,3.5316595894149323,-2.922112465590791,4.170569267195285,convergence_faible,6,bootstrap_empirique,2030,False,10000
SOBG,-2.5139546533733736,-2.7220736010250906,-3.8884853322235293,-0.08524469425533576,-6.9284902511864,0.351280297158044,convergence_faible,6,bootstrap_empirique,2030,False,10000
DETTE_PUBLIQUE,50.533446774552374,51.03689903533669,47.99214844727286,58.051279786533954,39.01644497773631,58.77547566187141,convergence_faible,6,bootstrap_empirique,2030,False,10000
BALANCE_COURANTE,1.6412615588414912,2.04801915662849,-1.5179945968710897,6.579491504885048,-2.0541735116264195,6.859657611281074,convergence_faible,6,bootstrap_empirique,2030,False,10000
TACH,9.186105165017448,9.182534714222324,8.416290501352828,9.769695044178114,6.9275286744083555,10.776960132817358,convergence_faible,6,bootstrap_empirique,2030,False,10000
FBCF,21.79973230575084,21.67261007005907,19.58268656115062,23.8067529949516,16.722937207090247,24.842784970203983,convergence_faible,6,bootstrap_empirique,2030,False,10000
CROISSANCE_PIB,3.602720398477203,3.5320065010145423,-5.147547151714242,12.234937160718314,-13.71706574575003,20.279017620010762,convergence_faible,7,gaussienne,2031,False,10000
INFLATION_CPI,14.393014278022632,14.426394988123276,9.31018401808089,19.531159571280416,4.51247355490861,24.50430093076682,convergence_faible,7,gaussienne,2031,False,10000
SOBG,-3.5317445117478563,-3.564776070650627,-8.733246818372265,1.5263422076089015,-13.706439712025851,6.663812542393513,convergence_faible,7,gaussienne,2031,False,10000
DETTE_PUBLIQUE,49.237770558426234,49.2304011507821,36.599889068600206,61.96067907730372,24.179882458309198,74.1635649772973,convergence_faible,7,gaussienne,2031,False,10000
BALANCE_COURANTE,-0.31531560296600514,-0.15658901368055503,-7.906627386094436,7.784130085398154,-15.21541949405214,15.331619578350482,convergence_faible,7,gaussienne,2031,False,10000
TACH,10.624392136056585,10.634339500287115,8.4362107423389,12.822605681204928,6.343686947886494,14.969753629799106,convergence_faible,7,gaussienne,2031,False,10000
FBCF,26.956283391549,26.93208484551306,21.230343545542944,32.67275657179085,15.622416910712115,37.87667466358024,convergence_faible,7,gaussienne,2031,False,10000
CROISSANCE_PIB,4.877268611291484,4.5689047509856655,1.5264367043091687,5.646457359243872,-0.8783546713400812,15.135907860144364,convergence_faible,7,bootstrap_empirique,2031,False,10000
INFLATION_CPI,14.882043193481453,14.249767198270687,12.459876580636124,15.672171424969664,9.21839936996394,16.311081102750016,convergence_faible,7,bootstrap_empirique,2031,False,10000
SOBG,-2.7448230295538254,-2.9529419772055423,-4.119353708403981,-0.3161130704357875,-7.159358627366852,0.12041192097759224,convergence_faible,7,bootstrap_empirique,2031,False,10000
DETTE_PUBLIQUE,48.15923404447818,48.6626863052625,45.61793571719867,55.67706705645976,36.64223224766212,56.40126293179722,convergence_faible,7,bootstrap_empirique,2031,False,10000
BALANCE_COURANTE,1.3974352013717017,1.8041927991587006,-1.7618209543408792,6.335665147415259,-2.297999869096209,6.615831253811285,convergence_faible,7,bootstrap_empirique,2031,False,10000
TACH,10.862418003867628,10.858847553072502,10.092603340203008,11.446007883028294,8.603841513258535,12.453272971667538,convergence_faible,7,bootstrap_empirique,2031,False,10000
FBCF,25.948533548143836,25.821411312452067,23.731487803543615,27.955554237344597,20.871738449483242,28.991586212596978,convergence_faible,7,bootstrap_empirique,2031,False,10000
CROISSANCE_PIB,3.323973382786071,3.2483770465607167,-6.030456107334535,12.552201272121298,-15.19165683546902,21.151685006497146,convergence_faible,8,gaussienne,2032,False,10000
INFLATION_CPI,2.070128589125372,2.1058140692750404,-3.363645521682944,7.563036957935584,-8.49261374857756,12.8795487017051,convergence_faible,8,gaussienne,2032,False,10000
SOBG,-2.8016571826040177,-2.8369694044226565,-8.362297047719153,2.605664970660086,-13.678863883830743,8.09785177851118,convergence_faible,8,gaussienne,2032,False,10000
DETTE_PUBLIQUE,44.83803170199819,44.83015347384167,31.32756809354642,58.439393027971626,18.050022528638852,71.48482679016323,convergence_faible,8,gaussienne,2032,False,10000
BALANCE_COURANTE,-1.581978190081694,-1.4122923285738858,-9.697431849694995,7.076693463816031,-17.510859272305005,15.145299124645705,convergence_faible,8,gaussienne,2032,False,10000
TACH,9.545801641112003,9.556435820784035,7.206537333853415,11.895790769372246,4.969535301706824,14.191188478616217,convergence_faible,8,gaussienne,2032,False,10000
FBCF,28.41500239121848,28.38913305735432,22.29371521378083,34.5261692772605,16.298589465866225,40.08939172534917,convergence_faible,8,gaussienne,2032,False,10000
CROISSANCE_PIB,4.5947835055910256,4.286419645285207,1.2439515986087102,5.363972253543413,-1.1608397770405396,14.853422754443905,convergence_faible,8,bootstrap_empirique,2032,False,10000
INFLATION_CPI,2.560421666978362,1.928145671767596,0.1382550541330334,3.3505498984665736,-3.10322215653915,3.9894595762469267,convergence_faible,8,bootstrap_empirique,2032,False,10000
SOBG,-2.0146269469911657,-2.2227458946428826,-3.3891576258413214,0.41408301212687215,-6.429162544804193,0.8506080035402519,convergence_faible,8,bootstrap_empirique,2032,False,10000
DETTE_PUBLIQUE,43.750925035795746,44.25437729658006,41.20962670851623,51.268758047777325,32.233923238979685,51.99295392311478,convergence_faible,8,bootstrap_empirique,2032,False,10000
BALANCE_COURANTE,0.14273302195052295,0.5494906197375219,-3.0165231337620577,5.080962967994081,-3.552702048517388,5.3611290743901066,convergence_faible,8,bootstrap_empirique,2032,False,10000
TACH,9.782222122574781,9.778651671779658,9.012407458910161,10.365812001735447,7.523645631965689,11.373077090374691,convergence_faible,8,bootstrap_empirique,2032,False,10000
FBCF,27.408263275185536,27.281141039493768,25.191217530585316,29.415283964386298,22.331468176524943,30.45131593963868,convergence_faible,8,bootstrap_empirique,2032,False,10000
CROISSANCE_PIB,2.9748616144655324,2.894679591498829,-6.9470091754280245,12.762875392791182,-16.663929913440565,21.88400528771206,convergence_faible,9,gaussienne,2033,False,10000
INFLATION_CPI,5.079119426327475,5.116969593833066,-0.6842683554552239,10.90522856036053,-6.124360676046519,16.54424081977654,convergence_faible,9,gaussienne,2033,False,10000
SOBG,-3.382160980426882,-3.4196152476869575,-9.280110214965605,2.3531702635230634,-14.919180908634628,8.178514066585276,convergence_faible,9,gaussienne,2033,False,10000
DETTE_PUBLIQUE,44.93502779042255,44.92667166759274,30.605017138657082,59.36145003086896,16.52205337896781,73.19822204601738,convergence_faible,9,gaussienne,2033,False,10000
BALANCE_COURANTE,-1.4035662901382566,-1.223587255122772,-10.011304762814875,7.780341873670011,-18.298696035069575,16.338390539909216,convergence_faible,9,gaussienne,2033,False,10000
TACH,8.332646734134979,8.34392598497265,5.851482252159676,10.825186606596194,3.478783292471258,13.259823535185916,convergence_faible,9,gaussienne,2033,False,10000
FBCF,25.435392091490915,25.40795351939072,18.942786582356266,31.917263410615387,12.583995476731543,37.81795188805446,convergence_faible,9,gaussienne,2033,False,10000
CROISSANCE_PIB,4.242160846376224,3.9337969860704063,0.891328939393909,5.011349594328612,-1.5134624362553408,14.500800095229103,convergence_faible,9,bootstrap_empirique,2033,False,10000
INFLATION_CPI,5.570599831459232,4.938323836248466,3.148433218613903,6.360728062947443,-0.09304399205828062,6.999637740727795,convergence_faible,9,bootstrap_empirique,2033,False,10000
SOBG,-2.595028601369928,-2.803147549021645,-3.969559280220084,-0.1663186422518903,-7.009564199182955,0.27020634916148945,convergence_faible,9,bootstrap_empirique,2033,False,10000
DETTE_PUBLIQUE,43.83987186124427,44.34332412202859,41.298573533964756,51.35770487322585,32.32287006442821,52.08190074856331,convergence_faible,9,bootstrap_empirique,2033,False,10000
BALANCE_COURANTE,0.3323783823942821,0.739135980181281,-2.826877773318299,5.27060832843784,-3.3630566880736286,5.5507744348338655,convergence_faible,9,bootstrap_empirique,2033,False,10000
TACH,8.567559403774641,8.563988952979518,7.797744740110021,9.151149282935307,6.308982913165549,10.158414371574551,convergence_faible,9,bootstrap_empirique,2033,False,10000
FBCF,24.429602271360118,24.302480035668353,22.212556526759897,26.43662296056088,19.352807172699524,27.47265493581326,convergence_faible,9,bootstrap_empirique,2033,False,10000
CROISSANCE_PIB,3.149919504175613,3.065400230850702,-7.308650611143574,13.467391940382106,-17.551184402958214,23.081907041116185,convergence_faible,10,gaussienne,2034,False,10000
INFLATION_CPI,-1.7714464584212815,-1.731548878709094,-7.846590601494223,4.369811794997277,-13.580951406380695,10.313852626119575,convergence_faible,10,gaussienne,2034,False,10000
SOBG,-3.738733934978809,-3.7782141991903235,-9.95571830337516,2.306836020490725,-15.899820729608413,8.447287544232037,convergence_faible,10,gaussienne,2034,False,10000
DETTE_PUBLIQUE,43.3041563776645,43.29534825081438,28.198998859646863,58.51094063337114,13.354251630904775,73.09617897748676,convergence_faible,10,gaussienne,2034,False,10000
BALANCE_COURANTE,-1.6924306908355562,-1.5027161302595178,-10.765783716407952,7.988258515647378,-19.50146114351643,17.009233886274757,convergence_faible,10,gaussienne,2034,False,10000
TACH,8.251016022303585,8.262905396619386,5.6356390181190035,10.87838374089127,3.134594713276526,13.444716397524683,convergence_faible,10,gaussienne,2034,False,10000
FBCF,25.84111739729219,25.812194602765736,18.997310278017984,32.673609686810025,12.294555925019818,38.89348147074955,convergence_faible,10,gaussienne,2034,False,10000
CROISSANCE_PIB,4.413898052915458,4.10553419260964,1.0630661459331425,5.183086800867846,-1.3417252297161073,14.672537301768337,convergence_faible,10,bootstrap_empirique,2034,False,10000
INFLATION_CPI,-1.2788430512277638,-1.9111190464385306,-3.7010096640730925,-0.48871481973955233,-6.942486874745276,0.1501948580408008,convergence_faible,10,bootstrap_empirique,2034,False,10000
SOBG,-2.9515049462504095,-3.1596238939021264,-4.326035625100565,-0.5227949871323716,-7.366040544063436,-0.08626999571899185,convergence_faible,10,bootstrap_empirique,2034,False,10000
DETTE_PUBLIQUE,42.20138726627505,42.70483952705936,39.660088938995536,49.71922027825663,30.684385469458988,50.443416153594086,convergence_faible,10,bootstrap_empirique,2034,False,10000
BALANCE_COURANTE,0.05413885280721864,0.4608964505942175,-3.105117302905362,4.992368798850777,-3.6412962176606922,5.272534905246802,convergence_faible,10,bootstrap_empirique,2034,False,10000
TACH,8.484502568062847,8.480932117267724,7.714687904398227,9.068092447223513,6.225926077453755,10.075357535862757,convergence_faible,10,bootstrap_empirique,2034,False,10000
FBCF,24.836225443549537,24.709103207857773,22.619179698949317,26.8432461327503,19.759430344888944,27.87927810800268,convergence_faible,10,bootstrap_empirique,2034,False,10000
CROISSANCE_PIB,3.7196474611111916,3.692920120122288,0.41235719781334174,6.982318720553073,-2.826616381524174,10.022695352193363,convergence_forte,1,gaussienne,2025,True,10000
INFLATION_CPI,2.184059635355367,2.196676357857231,0.2629303747611352,4.126096013366386,-1.5504337321026278,6.005766766505057,convergence_forte,1,gaussienne,2025,True,10000
SOBG,-2.0272676416799724,-2.039752397433334,-3.993250719859553,-0.11549056036332665,-5.872940951082559,1.8262907073240764,convergence_forte,1,gaussienne,2025,True,10000
DETTE_PUBLIQUE,48.67273115915606,48.66994578487945,43.896060941900906,53.48153857263819,39.20173968867115,58.093795911021004,convergence_forte,1,gaussienne,2025,True,10000
BALANCE_COURANTE,3.043868447288183,3.1038614589600098,0.17462228972930802,6.105171168557594,-2.587841467688924,8.957854057304008,convergence_forte,1,gaussienne,2025,True,10000
TACH,6.710782005926594,6.714541756205819,5.883727178601494,7.541628630080334,5.092827525372023,8.353174272943573,convergence_forte,1,gaussienne,2025,True,10000
FBCF,23.27803033280952,23.268884142109457,21.11382849643131,25.43865410585102,18.994231461223066,27.405550264997377,convergence_forte,1,gaussienne,2025,True,10000
CROISSANCE_PIB,5.027872636462231,4.719508776156412,1.677040729479916,5.797061384414619,-0.7277506461693339,15.286511885315111,convergence_forte,1,bootstrap_empirique,2025,True,10000
INFLATION_CPI,2.6616995394520884,2.029423544241322,0.23953292660675962,3.4518277709403,-3.0019442840654236,4.0907374487206525,convergence_forte,1,bootstrap_empirique,2025,True,10000
SOBG,-1.2413259338633598,-1.4494448815150764,-2.6158566127135154,1.1873840252546781,-5.655861531676386,1.6239090166680579,convergence_forte,1,bootstrap_empirique,2025,True,10000
DETTE_PUBLIQUE,47.67140431530302,48.174856576087336,45.13010598802351,55.1892373272846,36.15440251848696,55.91343320262206,convergence_forte,1,bootstrap_empirique,2025,True,10000
BALANCE_COURANTE,4.648866308051104,5.055623905838103,1.4896101523385228,9.58709625409466,0.9534312375831928,9.867262360490686,convergence_forte,1,bootstrap_empirique,2025,True,10000
TACH,6.963271018223934,6.959700567428811,6.193456354559314,7.5468608973846,4.7046945276148415,8.554125986023845,convergence_forte,1,bootstrap_empirique,2025,True,10000
FBCF,22.26117470870775,22.134052473015977,20.04412896410753,24.26819539790851,17.184379610047156,25.30422737316089,convergence_forte,1,bootstrap_empirique,2025,True,10000
CROISSANCE_PIB,3.3562375124486037,3.3184393443359266,-1.3209772326116993,7.970351457116217,-5.901577596678941,12.270093324304142,convergence_forte,2,gaussienne,2026,True,10000
INFLATION_CPI,1.1138293843677076,1.1316721244425416,-1.6030576710364504,3.860283568772813,-4.167541784483758,6.518539440657571,convergence_forte,2,gaussienne,2026,True,10000
SOBG,-1.8619014253171478,-1.8795575362264674,-4.642221357874716,0.841759651314904,-7.300504775930511,3.5878530552404504,convergence_forte,2,gaussienne,2026,True,10000
DETTE_PUBLIQUE,45.016498637148786,45.01255952307052,38.2612668329229,51.81717930013551,31.622494050469115,58.3398961812313,convergence_forte,2,gaussienne,2026,True,10000
BALANCE_COURANTE,2.8118452666108764,2.8966881973647802,-1.2458815631957745,7.141181093559738,-5.152595274500779,11.175483923974575,convergence_forte,2,gaussienne,2026,True,10000
TACH,7.531241708256649,7.536558798092665,6.361609554627355,8.70623627238677,5.2431085385540595,9.853935127008755,convergence_forte,2,gaussienne,2026,True,10000
FBCF,22.20933556289612,22.196400895964032,19.148691974177293,25.26491900591713,16.15112910021999,28.04653022996146,convergence_forte,2,gaussienne,2026,True,10000
CROISSANCE_PIB,4.655986647386689,4.34762278708087,1.3051547404043737,5.4251753953390764,-1.099636635244876,14.914625896239569,convergence_forte,2,bootstrap_empirique,2026,True,10000
INFLATION_CPI,1.5943357500838045,0.9620597548730381,-0.8278308627615243,2.384463981572016,-4.0693080734337075,3.023373659352369,convergence_forte,2,bootstrap_empirique,2026,True,10000
SOBG,-1.0757131214124986,-1.2838320690642155,-2.4502438002626543,1.3529968377055392,-5.490248719225525,1.789521829118919,convergence_forte,2,bootstrap_empirique,2026,True,10000
DETTE_PUBLIQUE,43.995739153452355,44.49919141423668,41.45444082617284,51.513572165433935,32.478737356636294,52.23776804077139,convergence_forte,2,bootstrap_empirique,2026,True,10000
BALANCE_COURANTE,4.443963100066043,4.85072069785304,1.2847069443534613,9.382193046109599,0.7485280295981314,9.662359152505626,convergence_forte,2,bootstrap_empirique,2026,True,10000
TACH,7.780090540801127,7.776520090006002,7.010275877136507,8.363680419961792,5.521514050192034,9.370945508601036,convergence_forte,2,bootstrap_empirique,2026,True,10000
FBCF,21.194771741836014,21.067649506144246,18.977725997235794,23.201792431036775,16.11797664317542,24.237824406289157,convergence_forte,2,bootstrap_empirique,2026,True,10000
CROISSANCE_PIB,3.3524509929261237,3.306157880382128,-2.375943778483602,9.003563382674203,-7.986010582269407,14.269650182820312,convergence_forte,3,gaussienne,2027,True,10000
INFLATION_CPI,0.9823034362666805,1.0041562406649063,-2.345190050989761,4.346009113128804,-5.4860288166995606,7.601694359066237,convergence_forte,3,gaussienne,2027,True,10000
SOBG,-0.9354404886819765,-0.9570647199668892,-4.340623066909665,2.3758545489041847,-7.596342049878803,5.739118361724272,convergence_forte,3,gaussienne,2027,True,10000
DETTE_PUBLIQUE,41.01648379197937,41.01165938221419,32.743048284692364,49.345582555944304,24.612245367048025,57.33424660360573,convergence_forte,3,gaussienne,2027,True,10000
BALANCE_COURANTE,3.5101067778671315,3.6140177221818064,-1.4595733464466152,8.812438628454613,-6.24430092836262,13.753430329645758,convergence_forte,3,gaussienne,2027,True,10000
TACH,8.87914219044261,8.885654268949999,7.446641208870433,10.318210756773974,6.076762825788382,11.723849042874253,convergence_forte,3,gaussienne,2027,True,10000
FBCF,21.59120049066165,21.575358823673422,17.842692952220716,25.33351064161068,14.171443195667685,28.74027472246426,convergence_forte,3,gaussienne,2027,True,10000
CROISSANCE_PIB,4.645696233304152,4.3373323729983335,1.2948643263218362,5.41488498125654,-1.1099270493274136,14.90433548215703,convergence_forte,3,bootstrap_empirique,2027,True,10000
INFLATION_CPI,1.4650093153433295,0.8327333201325632,-0.9571572975019992,2.255137546831541,-4.198634508174182,2.894047224611894,convergence_forte,3,bootstrap_empirique,2027,True,10000
SOBG,-0.14906296494384952,-0.3571819125955663,-1.5235936437940052,2.2796469941741884,-4.5635985627568765,2.716171985587568,convergence_forte,3,bootstrap_empirique,2027,True,10000
DETTE_PUBLIQUE,39.98081311928343,40.484265380067754,37.43951479200392,47.49864613126501,28.46381132246737,48.22284200660247,convergence_forte,3,bootstrap_empirique,2027,True,10000
BALANCE_COURANTE,5.163034498282309,5.569792096069308,2.0037783425697278,10.101264444325867,1.467599427814398,10.381430550721891,convergence_forte,3,bootstrap_empirique,2027,True,10000
TACH,9.125197814821622,9.121627364026498,8.355383151157001,9.708787693982288,6.866621324212529,10.716052782621531,convergence_forte,3,bootstrap_empirique,2027,True,10000
FBCF,20.57839523192655,20.451272996234785,18.36134948732633,22.58541592112731,15.501600133265956,23.621447896379692,convergence_forte,3,bootstrap_empirique,2027,True,10000
CROISSANCE_PIB,3.395014883047132,3.3415602010693264,-3.2195656435485676,9.920357401930893,-9.6975128022236,16.001110665211474,convergence_forte,4,gaussienne,2028,True,10000
INFLATION_CPI,-1.589963937103035,-1.5647304920993066,-5.432222458291498,2.294108818919003,-9.058950672019025,6.053450325196344,convergence_forte,4,gaussienne,2028,True,10000
