cible,mediane,moyenne,borne_basse_68,borne_haute_68,borne_basse_95,borne_haute_95,scenario,horizon,distribution,annee_projetee,horizon_teste_backtest,n_tirages
SOBG,-2.184592153705823,-2.2095616652125463,-6.116558310064984,1.6389620089274686,-9.875938772510997,5.522524544302274,convergence_forte,4,gaussienne,2028,True,10000
DETTE_PUBLIQUE,42.42231688084311,42.416746132289894,32.86897644633279,52.039931707807376,23.48033393987328,61.26444638457299,convergence_forte,4,gaussienne,2028,True,10000
BALANCE_COURANTE,2.7610753701332684,2.8810613934769207,-2.977416944984482,8.88368081267209,-8.502344459820945,14.589046590164918,convergence_forte,4,gaussienne,2028,True,10000
TACH,9.239592883681851,9.2471123842403,7.585483229031651,10.90128613198933,6.0036839225727086,12.52437741771581,convergence_forte,4,gaussienne,2028,True,10000
FBCF,19.452032227120416,19.43373984572029,15.12362855436399,23.773279773203402,10.884434483947501,27.707072091496126,convergence_forte,4,gaussienne,2028,True,10000
CROISSANCE_PIB,4.682777086677995,4.3744132263721776,1.3319451796956798,5.451965834630383,-1.07284619595357,14.941416335530874,convergence_forte,4,bootstrap_empirique,2028,True,10000
INFLATION_CPI,-1.1054037824887957,-1.7376797776995623,-3.5275703953341244,-0.31527555100058424,-6.769047606006308,0.3236341267797689,convergence_forte,4,bootstrap_empirique,2028,True,10000
SOBG,-1.3980551102690444,-1.606174057920761,-2.7725857891192,1.0306548488489935,-5.812590708082071,1.4671798402623732,convergence_forte,4,bootstrap_empirique,2028,True,10000
DETTE_PUBLIQUE,41.37407549432744,41.87752775511176,38.83277716704793,48.89190850630902,29.85707369751138,49.61610438164648,convergence_forte,4,bootstrap_empirique,2028,True,10000
BALANCE_COURANTE,4.431546636780995,4.838304234567994,1.2722904810684141,9.369776582824553,0.7361115663130842,9.649942689220579,convergence_forte,4,bootstrap_empirique,2028,True,10000
TACH,9.483293724650354,9.479723273855232,8.713479060985733,10.06688360381102,7.224717234041261,11.074148692450263,convergence_forte,4,bootstrap_empirique,2028,True,10000
FBCF,18.44070950500413,18.313587269312364,16.22366376040391,20.44773019420489,13.363914406343536,21.483762169457272,convergence_forte,4,bootstrap_empirique,2028,True,10000
CROISSANCE_PIB,3.4272053313284623,3.3674411800194584,-3.9681205187287083,10.72276005567536,-11.210685619453198,17.521248881224892,convergence_forte,5,gaussienne,2029,True,10000
INFLATION_CPI,1.3143112381200035,1.342523087287422,-2.98146438213261,5.6568365941301195,-7.036269793038186,9.859908173466419,convergence_forte,5,gaussienne,2029,True,10000
SOBG,-2.3178636564927357,-2.345780419039734,-6.713935461916559,1.9569998551574257,-10.917050595573501,6.298954767142175,convergence_forte,5,gaussienne,2029,True,10000
DETTE_PUBLIQUE,25.864729186178316,25.858500899953043,15.18376987429709,36.61754945342931,4.686948443853357,46.930870391775514,convergence_forte,5,gaussienne,2029,True,10000
BALANCE_COURANTE,3.800859681532419,3.9350081338055616,-2.6149697709492994,10.64614066599592,-8.792026517915959,17.024933523483366,convergence_forte,5,gaussienne,2029,True,10000
TACH,7.136803017123329,7.1452100743261,5.287452202105054,8.994632547607312,3.5189468141029434,10.809303771893283,convergence_forte,5,gaussienne,2029,True,10000
FBCF,19.153366191455028,19.132914687314507,14.314063768283464,23.984667821777883,9.574500712650812,28.38278133831239,convergence_forte,5,gaussienne,2029,True,10000
CROISSANCE_PIB,4.710136882611708,4.401773022305889,1.3593049756293922,5.479325630564095,-1.0454864000198576,14.968776131464587,convergence_forte,5,bootstrap_empirique,2029,True,10000
INFLATION_CPI,1.8005050422777042,1.1682290470669376,-0.6216615705676245,2.5906332737659157,-3.8631387812398077,3.229542951546269,convergence_forte,5,bootstrap_empirique,2029,True,10000
SOBG,-1.5311860733801708,-1.7393050210318874,-2.9057167522303264,0.8975238857378671,-5.945721671193198,1.3340488771512469,convergence_forte,5,bootstrap_empirique,2029,True,10000
DETTE_PUBLIQUE,24.80541277846096,25.308865039245276,22.264114451181445,32.32324579044254,13.288410981644898,33.04744166578,convergence_forte,5,bootstrap_empirique,2029,True,10000
BALANCE_COURANTE,5.486787122687396,5.893544720474393,2.3275309669748143,10.425017068730952,1.7913520522194846,10.70518317512698,convergence_forte,5,bootstrap_empirique,2029,True,10000
TACH,7.378429252260311,7.374858801465187,6.608614588595691,7.962019131420977,5.119852761651218,8.96928422006022,convergence_forte,5,bootstrap_empirique,2029,True,10000
FBCF,18.143349610320158,18.016227374628393,15.926303865719937,20.15037029952092,13.066554511659564,21.1864022747733,convergence_forte,5,bootstrap_empirique,2029,True,10000
CROISSANCE_PIB,3.322094104692794,3.2566257570886106,-4.779079471661965,11.31397388876916,-12.712912031394932,18.76134526216972,convergence_forte,6,gaussienne,2030,False,10000
INFLATION_CPI,2.85646568911301,2.8873702214688675,-1.8493207292731952,7.613463877162795,-6.291137508967166,12.2176981067855,convergence_forte,6,gaussienne,2030,False,10000
SOBG,-1.8008074850345817,-1.8313887661935973,-6.616462869520761,2.8820708661384966,-11.220744810511258,7.638444164067309,convergence_forte,6,gaussienne,2030,False,10000
DETTE_PUBLIQUE,35.61126899561925,35.60444624989889,23.910864293794837,47.390393429963446,12.41217253467948,58.688070471408565,convergence_forte,6,gaussienne,2030,False,10000
BALANCE_COURANTE,2.049714932594563,2.1966671993233717,-4.978474099865945,9.54834454789821,-11.745100738472185,16.53596202329564,convergence_forte,6,gaussienne,2030,False,10000
TACH,7.924957848122672,7.9341673178670575,5.899095531870525,9.96010813181329,3.9617949437141644,11.947980859807178,convergence_forte,6,gaussienne,2030,False,10000
FBCF,19.327367087055002,19.304963586749658,14.026176887534056,24.619792857133632,8.83424569095783,29.437684824082268,convergence_forte,6,gaussienne,2030,False,10000
CROISSANCE_PIB,4.6006584124285785,4.292294552122761,1.2498265054462632,5.369847160380966,-1.1549648702029867,14.859297661281458,convergence_forte,6,bootstrap_empirique,2030,False,10000
INFLATION_CPI,3.3441364253523633,2.711860430141597,0.9219698125070346,4.134264656840575,-2.3195073981651486,4.773174334620927,convergence_forte,6,bootstrap_empirique,2030,False,10000
SOBG,-1.0140028443430282,-1.222121791994745,-2.3885335231931837,1.4147071147750097,-5.4285384421560545,1.8512321061883894,convergence_forte,6,bootstrap_empirique,2030,False,10000
DETTE_PUBLIQUE,34.54194000338937,35.045392264173685,32.00064167610986,42.05977301537095,23.02493820657331,42.78396889070841,convergence_forte,6,bootstrap_empirique,2030,False,10000
BALANCE_COURANTE,3.749615823612589,4.1563734213995875,0.5903596679000083,8.687845769656146,0.054180753144678295,8.968011876052172,convergence_forte,6,bootstrap_empirique,2030,False,10000
TACH,8.16470849622104,8.161138045425918,7.39489383255642,8.748298375381706,5.906132005611948,9.75556346402095,convergence_forte,6,bootstrap_empirique,2030,False,10000
FBCF,18.31853134762902,18.19140911193725,16.1014856030288,20.32555203682978,13.241736248968426,21.36158401208216,convergence_forte,6,bootstrap_empirique,2030,False,10000
CROISSANCE_PIB,4.264559618508855,4.193845721046193,-4.485707931682591,12.896776380749964,-13.05522652571838,20.94085684004241,convergence_forte,7,gaussienne,2031,False,10000
INFLATION_CPI,7.0052282691975805,7.038608979298224,1.9223980092558373,12.143373562455363,-2.875312453916442,17.11651492194177,convergence_forte,7,gaussienne,2031,False,10000
SOBG,-2.6718791803091504,-2.7049107392119214,-7.873381486933559,2.3862075390476076,-12.846574380587146,7.523677873832219,convergence_forte,7,gaussienne,2031,False,10000
DETTE_PUBLIQUE,32.49128058843604,32.48391118079191,19.853399098610016,45.21418910731353,7.433392488319005,57.41707500730711,convergence_forte,7,gaussienne,2031,False,10000
BALANCE_COURANTE,1.1934812093733767,1.3522077986588268,-6.397830573755054,9.292926897737537,-13.706622681712759,16.840416390689864,convergence_forte,7,gaussienne,2031,False,10000
TACH,8.911021810508736,8.920969174739268,6.722840416791054,11.10923535565708,4.630316622338646,13.256383304251257,convergence_forte,7,gaussienne,2031,False,10000
FBCF,21.913248545879803,21.889049999843863,16.187308699873746,27.62972172612165,10.579382065042918,32.83363981791104,convergence_forte,7,gaussienne,2031,False,10000
CROISSANCE_PIB,5.539107831323135,5.230743971017316,2.18827592434082,6.308296579275523,-0.21651545130842997,15.797747080176014,convergence_forte,7,bootstrap_empirique,2031,False,10000
INFLATION_CPI,7.4942571846564014,6.861981189445636,5.0720905718110725,8.284385416144612,1.830613361138889,8.923295093924965,convergence_forte,7,bootstrap_empirique,2031,False,10000
SOBG,-1.8849576981151195,-2.093076645766836,-3.259488376965275,0.5437522610029184,-6.299493295928146,0.9802772524162982,convergence_forte,7,bootstrap_empirique,2031,False,10000
DETTE_PUBLIQUE,31.41274407448799,31.916196335272303,28.871445747208476,38.93057708646957,19.89574227767193,39.654772961807026,convergence_forte,7,bootstrap_empirique,2031,False,10000
BALANCE_COURANTE,2.9062320137110835,3.3129896114980824,-0.25302414200149737,7.844461959754641,-0.7892030567568273,8.124628066150667,convergence_forte,7,bootstrap_empirique,2031,False,10000
TACH,9.14904767831978,9.145477227524658,8.37923301465516,9.732637557480446,6.890471187710688,10.73990264611969,convergence_forte,7,bootstrap_empirique,2031,False,10000
FBCF,20.905498702474638,20.77837646678287,18.688452957874418,22.9125193916754,15.828703603814045,23.94855136692778,convergence_forte,7,bootstrap_empirique,2031,False,10000
CROISSANCE_PIB,3.4471255576167765,3.3715292213914223,-5.9073039325038295,12.675353446952004,-15.068504660638315,21.274837181327854,convergence_forte,8,gaussienne,2032,False,10000
INFLATION_CPI,2.4737882105380806,2.5094736906877486,-2.9599859002702353,7.966696579348292,-8.08895412716485,13.283208323117808,convergence_forte,8,gaussienne,2032,False,10000
SOBG,-1.8220571903320066,-1.857369412150645,-7.382697055447141,3.585264962932097,-12.699263891558733,9.077451770783192,convergence_forte,8,gaussienne,2032,False,10000
DETTE_PUBLIQUE,29.28857267854177,29.280694450385244,15.77810907009,42.889934004515204,2.5005635051824293,55.935367766706804,convergence_forte,8,gaussienne,2032,False,10000
BALANCE_COURANTE,1.8792287942992345,2.0489146558070424,-6.2362248653140675,10.537900448196957,-14.049652287924077,18.606506109026633,convergence_forte,8,gaussienne,2032,False,10000
TACH,9.758867989597444,9.769502169269474,7.419603682338854,12.108857117857685,5.182601650192263,14.404254827101658,convergence_forte,8,gaussienne,2032,False,10000
FBCF,22.024575418127405,21.998706084263244,15.90328824068975,28.135742304169426,9.908162492775148,33.698964752258085,convergence_forte,8,gaussienne,2032,False,10000
CROISSANCE_PIB,4.717935680421731,4.409571820115912,1.3671037734394158,5.487124428374119,-1.037687602209834,14.97657492927461,convergence_forte,8,bootstrap_empirique,2032,False,10000
INFLATION_CPI,2.9640812883910708,2.331805293180304,0.541914675545742,3.754209519879282,-2.699562535126441,4.393119197659635,convergence_forte,8,bootstrap_empirique,2032,False,10000
SOBG,-1.0350269547191546,-1.2431459023708713,-2.4095576335693103,1.3936830043988833,-5.449562552532181,1.830207995812263,convergence_forte,8,bootstrap_empirique,2032,False,10000
DETTE_PUBLIQUE,28.201466012339324,28.704918273123646,25.66016768505981,35.719299024320904,16.684464215523263,36.44349489965836,convergence_forte,8,bootstrap_empirique,2032,False,10000
BALANCE_COURANTE,3.6039400063314515,4.010697604118451,0.4446838506188706,8.542169952375009,-0.09149506413645936,8.822336058771034,convergence_forte,8,bootstrap_empirique,2032,False,10000
TACH,9.99528847106022,9.991718020265097,9.2254738073956,10.578878350220887,7.736711980451128,11.58614343886013,convergence_forte,8,bootstrap_empirique,2032,False,10000
FBCF,21.01783630209446,20.89071406640269,18.80079055749424,23.02485699129522,15.941041203433866,24.0608889665476,convergence_forte,8,bootstrap_empirique,2032,False,10000
CROISSANCE_PIB,2.7027709823344903,2.6225889593677865,-7.219099807559067,12.490784760660139,-16.936020545571605,21.61191465558102,convergence_forte,9,gaussienne,2033,False,10000
INFLATION_CPI,8.618840361569433,8.656690529075023,2.855452579786734,14.44494949560249,-2.584639740804561,20.0839617550185,convergence_forte,9,gaussienne,2033,False,10000
SOBG,-2.2954792015910694,-2.3329334688511443,-8.193428436129793,3.439852042358876,-13.832499129798816,9.26519584542109,convergence_forte,9,gaussienne,2033,False,10000
DETTE_PUBLIQUE,25.252001211531535,25.24364508870171,10.921990559766057,39.678423451977935,-3.160973199923214,53.51519546712635,convergence_forte,9,gaussienne,2033,False,10000
BALANCE_COURANTE,2.737658546621601,2.9176375816370856,-5.870079926055018,11.921566710429868,-14.157471198309716,20.479615376669077,convergence_forte,9,gaussienne,2033,False,10000
TACH,6.135836174431912,6.1471154252695825,3.654671692456609,8.628376046893127,1.281972732768191,11.063012975482849,convergence_forte,9,gaussienne,2033,False,10000
FBCF,19.929311849322936,19.901873277222744,13.43670634018829,26.411183168447412,7.077915234563565,32.31187164588648,convergence_forte,9,gaussienne,2033,False,10000
CROISSANCE_PIB,3.9700702142451822,3.6617063539393637,0.6192383072628669,4.73925896219757,-1.785553068386383,14.228709463098062,convergence_forte,9,bootstrap_empirique,2033,False,10000
INFLATION_CPI,9.11032076670119,8.478044771490422,6.68815415385586,9.9004489981894,3.446676943183677,10.539358675969753,convergence_forte,9,bootstrap_empirique,2033,False,10000
SOBG,-1.5083468225341155,-1.7164657701858324,-2.882877501384271,0.9203631365839224,-5.9228824203471415,1.3568881279973022,convergence_forte,9,bootstrap_empirique,2033,False,10000
DETTE_PUBLIQUE,24.156845282353245,24.660297543137563,21.615546955073732,31.674678294334825,12.639843485537185,32.39887416967228,convergence_forte,9,bootstrap_empirique,2033,False,10000
BALANCE_COURANTE,4.473603219154139,4.880360816941139,1.3143470634415586,9.411833165197697,0.7781681486862286,9.691999271593723,convergence_forte,9,bootstrap_empirique,2033,False,10000
TACH,6.370748844071574,6.3671783932764505,5.600934180406954,6.95433872323224,4.112172353462482,7.961603811871484,convergence_forte,9,bootstrap_empirique,2033,False,10000
FBCF,18.92352202919214,18.79639979350037,16.70647628459192,20.9305427183929,13.846726930531545,21.96657469364528,convergence_forte,9,bootstrap_empirique,2033,False,10000
CROISSANCE_PIB,3.3141368032553125,3.2296175299304015,-7.144433312063874,13.631609239461806,-17.386967103878515,23.246124340195884,convergence_forte,10,gaussienne,2034,False,10000
INFLATION_CPI,1.2150275810602442,1.2549251607724314,-4.860116562012697,7.356285834478803,-10.594477366899168,13.3003266656011,convergence_forte,10,gaussienne,2034,False,10000
SOBG,-2.575264355050459,-2.614744619261973,-8.79224872344681,3.4703056004190747,-14.736351149680063,9.610757124160386,convergence_forte,10,gaussienne,2034,False,10000
DETTE_PUBLIQUE,27.725384168835156,27.716576041985036,12.620226650817528,42.93216842454181,-2.224520577924564,57.51740676865742,convergence_forte,10,gaussienne,2034,False,10000
BALANCE_COURANTE,2.223651593049886,2.413366153625924,-6.849701432522511,11.90434079953282,-15.585378859630989,20.925316170160198,convergence_forte,10,gaussienne,2034,False,10000
TACH,5.843608565247957,5.85549793956376,3.228231561063376,8.470976283835643,0.7271872562208982,11.037308940469055,convergence_forte,10,gaussienne,2034,False,10000
FBCF,21.4355185456725,21.406595751146046,14.591711426398293,28.268010835190328,7.888957073400127,34.48788261912986,convergence_forte,10,gaussienne,2034,False,10000
CROISSANCE_PIB,4.578115351995157,4.269751491689338,1.227283445012842,5.347304099947545,-1.1775079306364078,14.836754600848037,convergence_forte,10,bootstrap_empirique,2034,False,10000
INFLATION_CPI,1.707630988253762,1.0753549930429955,-0.7145356245915668,2.4977592197419733,-3.95601283526375,3.1366688975223265,convergence_forte,10,bootstrap_empirique,2034,False,10000
SOBG,-1.7880353663220596,-1.996154313973776,-3.1625660451722153,0.6406745927959783,-6.202570964135086,1.077199584209358,convergence_forte,10,bootstrap_empirique,2034,False,10000
DETTE_PUBLIQUE,26.62261505744571,27.126067318230028,24.081316730166197,34.14044806942729,15.10561326062965,34.86464394476475,convergence_forte,10,bootstrap_empirique,2034,False,10000
BALANCE_COURANTE,3.9702211366926607,4.376978734479659,0.8109649809800799,8.908451082736217,0.2747860662247499,9.188617189132245,convergence_forte,10,bootstrap_empirique,2034,False,10000
TACH,6.077095111007219,6.073524660212096,5.307280447342599,6.660684990167885,3.8185186203981267,7.667950078807129,convergence_forte,10,bootstrap_empirique,2034,False,10000
FBCF,20.430626591929848,20.30350435623808,18.213580847329627,22.43764728113061,15.353831493269254,23.47367925638299,convergence_forte,10,bootstrap_empirique,2034,False,10000
CROISSANCE_PIB,4.16991374800364,4.143186407014737,0.8626234847057899,7.43258500744552,-2.376350094631726,10.472961639085812,convergence_moderee,1,gaussienne,2025,True,10000
INFLATION_CPI,2.100984282691107,2.113601005192971,0.17985502209687518,4.043020660702125,-1.6335090847668878,5.922691413840797,convergence_moderee,1,gaussienne,2025,True,10000
SOBG,-2.6874507475425378,-2.699935503295899,-4.653433825722118,-0.775673666225892,-6.533124056945124,1.166107601461511,convergence_moderee,1,gaussienne,2025,True,10000
DETTE_PUBLIQUE,54.77183951205464,54.769054137778035,49.99516929479949,59.580646925536776,45.30084804156973,64.19290426391959,convergence_moderee,1,gaussienne,2025,True,10000
BALANCE_COURANTE,1.3181834424605354,1.3781764541323616,-1.5510627150983398,4.379486163729946,-4.313526472516571,7.23216905247636,convergence_moderee,1,gaussienne,2025,True,10000
TACH,7.5696577988739735,7.573417549153198,6.742602971548873,8.400504423027714,5.951703318319402,9.212050065890953,convergence_moderee,1,gaussienne,2025,True,10000
FBCF,24.51213384543506,24.502987654734998,22.347932009056848,26.672757618476556,20.228334973848604,28.639653777622915,convergence_moderee,1,gaussienne,2025,True,10000
CROISSANCE_PIB,5.478138923354679,5.169775063048861,2.127307016372364,6.247327671307067,-0.27748435927688586,15.736778172207558,convergence_moderee,1,bootstrap_empirique,2025,True,10000
INFLATION_CPI,2.5786241867878283,1.9463481915770615,0.1564575739424996,3.3687524182760398,-3.0850196367296836,4.007662096056393,convergence_moderee,1,bootstrap_empirique,2025,True,10000
SOBG,-1.901509039725925,-2.1096279873776416,-3.276039718576081,0.5272009193921128,-6.316044637538951,0.9637259108054925,convergence_moderee,1,bootstrap_empirique,2025,True,10000
DETTE_PUBLIQUE,53.770512668201604,54.273964928985926,51.22921434092209,61.288345680183184,42.253510871385544,62.01254155552064,convergence_moderee,1,bootstrap_empirique,2025,True,10000
BALANCE_COURANTE,2.9231813032234557,3.3299389010104545,-0.23607485248912496,7.861411249267014,-0.7722537672444549,8.141577355663038,convergence_moderee,1,bootstrap_empirique,2025,True,10000
TACH,7.822146811171313,7.8185763603761895,7.052332147506693,8.40573669033198,5.563570320562221,9.413001778971223,convergence_moderee,1,bootstrap_empirique,2025,True,10000
FBCF,23.495278221333287,23.36815598564152,21.278232476733066,25.502298910534048,18.418483122672693,26.53833088578643,convergence_moderee,1,bootstrap_empirique,2025,True,10000
CROISSANCE_PIB,3.4170418421145827,3.379243674001906,-1.2601729029457198,8.031155786782197,-5.840773267012962,12.330897653970121,convergence_moderee,2,gaussienne,2026,True,10000
INFLATION_CPI,1.3758982874295709,1.3937410275044049,-1.340988767974587,4.1223524718346765,-3.905472881421895,6.780608343719434,convergence_moderee,2,gaussienne,2026,True,10000
SOBG,-2.576307833403302,-2.593963944312621,-5.356627765960869,0.12735324322875036,-8.014911184016665,2.8734466471542968,convergence_moderee,2,gaussienne,2026,True,10000
DETTE_PUBLIQUE,50.28464263849458,50.28070352441632,43.529410834268695,57.0853233014813,36.89063805181491,63.6080401825771,convergence_moderee,2,gaussienne,2026,True,10000
BALANCE_COURANTE,1.1924271994317017,1.277270130185606,-2.865299630374949,5.5217630263805635,-6.772013341679954,9.556065856795401,convergence_moderee,2,gaussienne,2026,True,10000
TACH,8.181880271298718,8.187197361134734,7.012248117669423,9.356874835428837,5.893747101596127,10.504573690050824,convergence_moderee,2,gaussienne,2026,True,10000
FBCF,23.8526769123331,23.839742245401016,20.792033323614273,26.90826035535411,17.79447044965697,29.68987157939844,convergence_moderee,2,gaussienne,2026,True,10000
CROISSANCE_PIB,4.716790977052669,4.40842711674685,1.3659590700703532,5.485979725005056,-1.0388323055788966,14.975430225905548,convergence_moderee,2,bootstrap_empirique,2026,True,10000
INFLATION_CPI,1.8564046531456677,1.2241286579349013,-0.565761959699661,2.646532884633879,-3.8072391703718442,3.2854425624142323,convergence_moderee,2,bootstrap_empirique,2026,True,10000
SOBG,-1.7901195294986523,-1.998238477150369,-3.164650208348808,0.6385904296193856,-6.204655127311678,1.0751154210327654,convergence_moderee,2,bootstrap_empirique,2026,True,10000
DETTE_PUBLIQUE,49.26388315479815,49.767335415582465,46.72258482751864,56.78171616677973,37.74688135798209,57.50591204211719,convergence_moderee,2,bootstrap_empirique,2026,True,10000
BALANCE_COURANTE,2.8245450328868675,3.2313026306738664,-0.33471112282571336,7.762774978930425,-0.8708900375810433,8.04294108532645,convergence_moderee,2,bootstrap_empirique,2026,True,10000
TACH,8.430729103843195,8.427158653048071,7.6609144401785745,9.01431898300386,6.172152613234102,10.021584071643105,convergence_moderee,2,bootstrap_empirique,2026,True,10000
FBCF,22.838113091272994,22.710990855581226,20.621067346672774,24.845133780473756,17.7613179926124,25.881165755726137,convergence_moderee,2,bootstrap_empirique,2026,True,10000
CROISSANCE_PIB,3.4535005313171983,3.4072074187732024,-2.2748942400925274,9.104612921065279,-7.884961043878332,14.370699721211388,convergence_moderee,3,gaussienne,2027,True,10000
INFLATION_CPI,1.2735259765938944,1.2953787809921204,-2.0539675106625466,4.637231653456017,-5.194806276372347,7.892916899393451,convergence_moderee,3,gaussienne,2027,True,10000
SOBG,0.042418446377892126,0.020794215092979386,-3.362764131849796,3.353713483964053,-6.618483114818935,6.71697729678414,convergence_moderee,3,gaussienne,2027,True,10000
DETTE_PUBLIQUE,43.88398123451836,43.87915682475318,35.61054572723135,52.213079998483295,27.47974280958701,60.20174404614472,convergence_moderee,3,gaussienne,2027,True,10000
BALANCE_COURANTE,1.9782443013951396,2.082155245709815,-2.991435822918607,7.280576151982621,-7.7761634048346115,12.221567853173765,convergence_moderee,3,gaussienne,2027,True,10000
TACH,9.130153328348028,9.136665406855416,7.6976523467758495,10.56922189467939,6.327773963693799,11.97486018077967,convergence_moderee,3,gaussienne,2027,True,10000
FBCF,23.493419528059896,23.47757786107167,19.744911989618963,27.235729679008926,16.073662233065935,30.642493759862507,convergence_moderee,3,gaussienne,2027,True,10000
CROISSANCE_PIB,4.746745771695226,4.438381911389407,1.3959138647129108,5.5159345196476135,-1.008877510936339,15.005385020548106,convergence_moderee,3,bootstrap_empirique,2027,True,10000
INFLATION_CPI,1.7562318556705436,1.123955860459777,-0.6659347571747851,2.546360087158755,-3.9074119678469685,3.1852697649391084,convergence_moderee,3,bootstrap_empirique,2027,True,10000
SOBG,0.8287959701160191,0.6206770224643023,-0.5457347087341365,3.257505929234057,-3.5857396276970075,3.6940309206474367,convergence_moderee,3,bootstrap_empirique,2027,True,10000
DETTE_PUBLIQUE,42.848310561822416,43.35176282260673,40.3070122345429,50.366143573803996,31.331308765006355,51.09033944914145,convergence_moderee,3,bootstrap_empirique,2027,True,10000
BALANCE_COURANTE,3.631172021810317,4.037929619597316,0.47191586609773606,8.569401967853874,-0.06426304865759391,8.8495680742499,convergence_moderee,3,bootstrap_empirique,2027,True,10000
TACH,9.376208952727039,9.372638501931917,8.606394289062418,9.959798831887705,7.117632462117946,10.967063920526948,convergence_moderee,3,bootstrap_empirique,2027,True,10000
FBCF,22.480614269324796,22.353492033633028,20.263568524724576,24.487634958525557,17.403819170664203,25.52366693377794,convergence_moderee,3,bootstrap_empirique,2027,True,10000
CROISSANCE_PIB,3.4432129393909525,3.3897582574131464,-3.171367587204747,9.968555458274714,-9.64931474587978,16.049308721555295,convergence_moderee,4,gaussienne,2028,True,10000
INFLATION_CPI,-0.4313075546693699,-0.40607410966564167,-4.2735660758578335,3.452765201352668,-7.90029428958536,7.212106707630009,convergence_moderee,4,gaussienne,2028,True,10000
SOBG,-2.2839582093559474,-2.3089277208626706,-6.215924365715108,1.5395959532773442,-9.975304828161121,5.42315848865215,convergence_moderee,4,gaussienne,2028,True,10000
DETTE_PUBLIQUE,45.554585908214065,45.54901515966085,36.00124547370374,55.17220073517833,26.612602967244232,64.39671541194394,convergence_moderee,4,gaussienne,2028,True,10000
BALANCE_COURANTE,1.6019699256856106,1.721955949029263,-4.13652238943214,7.724575368224431,-9.661449904268602,13.42994114571726,convergence_moderee,4,gaussienne,2028,True,10000
TACH,9.465028945841633,9.472548446400081,7.810919291191433,11.126722194149112,6.22911998473249,12.749813479875591,convergence_moderee,4,gaussienne,2028,True,10000
FBCF,22.199200832281186,22.18090845088106,17.87079715952476,26.520448378364176,13.631603089108271,30.4542406966569,convergence_moderee,4,gaussienne,2028,True,10000
CROISSANCE_PIB,4.730975143021816,4.422611282715997,1.3801432360395003,5.500163890974203,-1.0246481396097495,14.989614391874696,convergence_moderee,4,bootstrap_empirique,2028,True,10000
INFLATION_CPI,0.053252599944869417,-0.5790233952658972,-2.3689140129004596,0.8433808314330808,-5.610391223572643,1.482290509213434,convergence_moderee,4,bootstrap_empirique,2028,True,10000
SOBG,-1.4974211659191687,-1.7055401135708852,-2.8719518447693244,0.9312887931988691,-5.911956763732196,1.367813784612249,convergence_moderee,4,bootstrap_empirique,2028,True,10000
DETTE_PUBLIQUE,44.506344521698395,45.00979678248272,41.96504619441888,52.024177533679975,32.989342724882334,52.74837340901743,convergence_moderee,4,bootstrap_empirique,2028,True,10000
BALANCE_COURANTE,3.2724411923333374,3.6791987901203362,0.1131850366207563,8.210671138376895,-0.4229938781345737,8.490837244772921,convergence_moderee,4,bootstrap_empirique,2028,True,10000
TACH,9.708729786810135,9.705159336015011,8.938915123145515,10.292319665970801,7.450153296201043,11.299584754610045,convergence_moderee,4,bootstrap_empirique,2028,True,10000
FBCF,21.1878781101649,21.06075587447313,18.97083236556468,23.19489879936566,16.111083011504306,24.23093077461804,convergence_moderee,4,bootstrap_empirique,2028,True,10000
CROISSANCE_PIB,3.5487556780108696,3.488991526701866,-3.846570172046301,10.844310402357767,-11.089135272770791,17.6427992279073,convergence_moderee,5,gaussienne,2029,True,10000
INFLATION_CPI,1.511104706921756,1.5393165560891746,-2.7846709133308574,5.853630062931872,-6.839476324236434,10.056701642268171,convergence_moderee,5,gaussienne,2029,True,10000
SOBG,-3.152458576012701,-3.1803753385596987,-7.548530381436525,1.1224049356374601,-11.751645515093466,5.46435984762221,convergence_moderee,5,gaussienne,2029,True,10000
DETTE_PUBLIQUE,33.9081485484857,33.90192026226042,23.22718923660447,44.66096881573669,12.730367806160736,54.97428975408289,convergence_moderee,5,gaussienne,2029,True,10000
BALANCE_COURANTE,1.8878961058453314,2.022044558118474,-4.527933346636387,8.733177090308834,-10.704990093603046,15.111969947796277,convergence_moderee,5,gaussienne,2029,True,10000
TACH,7.923617707726738,7.932024764929505,6.0742668927084615,9.781447238210719,4.305761504706352,11.596118462496692,convergence_moderee,5,gaussienne,2029,True,10000
FBCF,21.815795744751398,21.795344240610873,16.976493321579834,26.647097375074253,12.236930265947182,31.04521089160876,convergence_moderee,5,gaussienne,2029,True,10000
CROISSANCE_PIB,4.831687229294115,4.523323368988296,1.4808553223117995,5.600875977246503,-0.9239360533374503,15.090326478146995,convergence_moderee,5,bootstrap_empirique,2029,True,10000
INFLATION_CPI,1.9972985110794568,1.3650225158686902,-0.424868101765872,2.787426742567668,-3.666345312438055,3.4263364203480213,convergence_moderee,5,bootstrap_empirique,2029,True,10000
SOBG,-2.3657809929001363,-2.5738999405518532,-3.740311671750292,0.06292896621790156,-6.780316590713163,0.4994539576312813,convergence_moderee,5,bootstrap_empirique,2029,True,10000
DETTE_PUBLIQUE,32.84883214076834,33.35228440155265,30.307533813488824,40.36666515274992,21.331830343952277,41.090861028087375,convergence_moderee,5,bootstrap_empirique,2029,True,10000
