cible,horizon,modele,bloc,baseline_comparaison,n_previsions,rmse_modele,mae_modele,rmse_baseline,mae_baseline,biais_moyen_modele,gain_rmse_vs_baseline_pct,seuil_gain_atteint,statut,dm_pvalue_hln,dm_statut,rmse_relative_modele,rmse_relative_baseline,derive_systematique,famille,verdict
CROISSANCE_PIB,5,elasticnet,interne,random_walk,6,5.0907356418096485,3.2344632044066155,5.22257040052508,3.4325221207452308,2.881270193488428,2.5243270766091856,False,evalue,,non_calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
CROISSANCE_PIB,5,elasticnet,finale,random_walk,4,2.687739118156121,1.9092615318877515,4.182251468879381,3.09278807756803,-0.687794623256679,35.73463628010174,True,evalue,,non_calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
CROISSANCE_PIB,5,panel_avec_effets_fixes,interne,random_walk,6,5.178912682857823,3.39982616249999,5.22257040052508,3.4325221207452308,3.3165934669958403,0.8359431145795071,False,evalue,,non_calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
CROISSANCE_PIB,5,panel_avec_effets_fixes,finale,random_walk,4,2.2626876872665327,1.8174295311669844,4.182251468879381,3.09278807756803,-0.0539087892582688,45.89785659462481,True,evalue,,non_calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
CROISSANCE_PIB,5,panel_leave_one_country_out,interne,random_walk,6,4.820362783743507,3.0667557492912523,5.22257040052508,3.4325221207452308,2.585566087014929,7.701334514152935,False,evalue,,non_calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
CROISSANCE_PIB,5,panel_leave_one_country_out,finale,random_walk,4,2.2488652482640887,1.6753222592559922,4.182251468879381,3.09278807756803,-0.3239203470189848,46.228358935416566,True,evalue,,non_calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,1,elasticnet,interne,random_walk,14,0.9053905302208094,0.7356780560232902,1.1946497616750913,0.943202261282393,0.3345082215774683,24.212889897428504,True,evalue,0.231816457051982,calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,1,elasticnet,finale,random_walk,4,3.565462936097415,2.9150510281605144,3.690887629316112,2.905714700459643,-1.9325387622696724,3.398225733627587,False,evalue,,non_calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,1,panel_avec_effets_fixes,interne,random_walk,14,1.5972912707799247,1.3224674678604458,1.1946497616750913,0.943202261282393,0.7496315882034834,-33.7037282408415,False,evalue,0.0768373903310821,calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,1,panel_avec_effets_fixes,finale,random_walk,4,3.81823018719129,2.6567027752778,3.690887629316112,2.905714700459643,-2.5050003814924717,-3.450187886071532,False,evalue,,non_calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,1,panel_leave_one_country_out,interne,random_walk,14,1.994551843026462,1.7095566449683317,1.1946497616750913,0.943202261282393,1.4161492263810245,-66.95703686658584,False,evalue,0.0104487761647737,calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,1,panel_leave_one_country_out,finale,random_walk,4,3.2353910647256248,2.3834539150126184,3.690887629316112,2.905714700459643,-1.1292934478232586,12.341111687404222,True,evalue,,non_calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,2,elasticnet,interne,random_walk,12,0.8883691352967805,0.7450063672876533,1.0767703800423227,0.8337813644749147,0.7176279317489062,17.496882180037034,True,evalue,0.4945940040049958,calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,2,elasticnet,finale,random_walk,4,3.4715486774825624,2.678678458206757,4.763919623027292,4.352653572572399,-2.1863329556247275,27.128311302688942,True,evalue,,non_calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,2,panel_avec_effets_fixes,interne,random_walk,12,1.813937175063978,1.5795058108069766,1.0767703800423227,0.8337813644749147,1.5795058108069766,-68.46090946453046,False,evalue,0.0556147324291491,calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,2,panel_avec_effets_fixes,finale,random_walk,4,3.7609868001628985,3.129656660398492,4.763919623027292,4.352653572572399,-2.039267419577305,21.052681451981908,True,evalue,,non_calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,2,panel_leave_one_country_out,interne,random_walk,12,2.9349488190385298,2.8318309647931748,1.0767703800423227,0.8337813644749147,2.8318309647931748,-172.5696094020687,False,evalue,0.0006159174782165,calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,2,panel_leave_one_country_out,finale,random_walk,4,3.578505636171591,3.3084185176620977,4.763919623027292,4.352653572572399,-0.5117921058764299,24.883165138340743,True,evalue,,non_calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,3,elasticnet,interne,random_walk,10,0.8741548157995385,0.707637428502292,1.0514085961781887,0.693000045455179,0.6558556074476327,16.858696136112812,True,evalue,0.6807050561955643,calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,3,elasticnet,finale,random_walk,4,3.4864503503916766,2.6081774539159714,4.174453321029221,3.1393722435294724,-2.303805047857033,16.48127114445528,True,evalue,,non_calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,3,panel_avec_effets_fixes,interne,random_walk,10,1.638506102361951,1.4327454037788157,1.0514085961781887,0.693000045455179,1.4327454037788157,-55.83913887691509,False,evalue,0.011890612882895,calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,3,panel_avec_effets_fixes,finale,random_walk,4,3.617576790100734,2.755497798377057,4.174453321029221,3.1393722435294724,-2.333511136056276,13.340106790107496,True,evalue,,non_calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,3,panel_leave_one_country_out,interne,random_walk,10,3.66051453269832,3.5192996002473493,1.0514085961781887,0.693000045455179,3.5192996002473493,-248.15337690828144,False,evalue,0.0033473191829969,calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,3,panel_leave_one_country_out,finale,random_walk,4,2.973782423706595,2.899407967554349,4.174453321029221,3.1393722435294724,-0.64257830168311,28.76235053998873,True,evalue,,non_calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,4,elasticnet,interne,random_walk,8,0.852982986395326,0.6558924965945793,0.9509284351486202,0.8913339496344459,0.6067696287178174,10.299981064083584,True,evalue,0.6670407357310308,calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,4,elasticnet,finale,random_walk,4,3.4291967369341574,2.574577586272331,3.793017672579275,2.891866081396356,-2.256049639181642,9.591859755235914,False,evalue,,non_calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,4,panel_avec_effets_fixes,interne,random_walk,8,1.463584344495814,1.3312512179088258,0.9509284351486202,0.8913339496344459,1.3312512179088258,-53.911092612039816,False,evalue,0.0818616026493204,calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,4,panel_avec_effets_fixes,finale,random_walk,4,3.1678682032604506,2.4732592213654114,3.793017672579275,2.891866081396356,-1.9652153110030084,16.481585989914958,True,evalue,,non_calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,4,panel_leave_one_country_out,interne,random_walk,8,3.565253882545214,3.494498818291524,0.9509284351486202,0.8913339496344459,3.494498818291524,-274.9234696076789,False,evalue,0.0003253771558744,calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,4,panel_leave_one_country_out,finale,random_walk,4,2.4130115951127182,2.349968458356739,3.793017672579275,2.891866081396356,-0.2615062634217304,36.38280115178436,True,evalue,,non_calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,5,elasticnet,interne,random_walk,6,0.8130125844105677,0.6613849542795235,0.5602882552033347,0.4821325870327538,0.6550591596901302,-45.10612650902642,False,evalue,,non_calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,5,elasticnet,finale,random_walk,4,3.4070132088602465,2.5858579054330137,3.665302599944413,2.776206612738551,-2.206568085231483,7.046877687208787,False,evalue,,non_calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,5,panel_avec_effets_fixes,interne,random_walk,6,1.3901111987998844,1.3109964599357864,0.5602882552033347,0.4821325870327538,1.3109964599357864,-148.10643198212284,False,evalue,,non_calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,5,panel_avec_effets_fixes,finale,random_walk,4,3.143862528695037,2.6016122705938685,3.665302599944413,2.776206612738551,-1.747192226875267,14.226385326474368,True,evalue,,non_calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
INFLATION_CPI,5,panel_leave_one_country_out,interne,random_walk,6,3.7020038693368633,3.6734033422983408,0.5602882552033347,0.4821325870327538,3.6734033422983408,-560.7320133800351,False,evalue,,non_calcule,,,,variation,baseline non battue au seuil de 10% sur ce bloc
INFLATION_CPI,5,panel_leave_one_country_out,finale,random_walk,4,2.576142673855406,2.5541646227944814,3.665302599944413,2.776206612738551,-0.1297204859449009,29.71541629620225,True,evalue,,non_calcule,,,,variation,"gain >= seuil observe, DM non significatif ou non calcule (n insuffisant) : amelioration observee non confirmee statistiquement"
SOBG,1,elasticnet,interne,random_walk,14,2.169654487225204,1.6265915910070292,1.5847366275448431,1.215113902885264,0.5020044028670286,,,evalue,0.1767591677153355,calcule,0.5488187015597595,0.4008624891033525,False,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,1,elasticnet,finale,random_walk,4,0.9654632775796912,0.7570044238720348,0.8605043503644926,0.8062164712203501,0.6800194052423538,,,evalue,,non_calcule,0.1968475923071537,0.1754475944064067,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,1,panel_avec_effets_fixes,interne,random_walk,14,1.5391075236898546,1.2188695064641035,1.5847366275448431,1.215113902885264,0.7952368605862953,,,evalue,0.8250872971720151,calcule,0.3893205105632316,0.4008624891033525,True,niveau_ratio,RMSE relative < baseline MAIS derive systematique detectee (biais > 0.5*RMSE) : a ne pas retenir tel quel
SOBG,1,panel_avec_effets_fixes,finale,random_walk,4,0.5163423327739393,0.4216493603037624,0.8605043503644926,0.8062164712203501,0.195373998146601,,,evalue,,non_calcule,0.1052766556462003,0.1754475944064067,False,niveau_ratio,"RMSE relative < baseline et pas de derive, DM non significatif ou non calcule"
SOBG,1,panel_leave_one_country_out,interne,random_walk,14,1.575873619155384,1.217223171736297,1.5847366275448431,1.215113902885264,0.8161353403465421,,,evalue,0.9669578271920924,calcule,0.3986205723443218,0.4008624891033525,True,niveau_ratio,RMSE relative < baseline MAIS derive systematique detectee (biais > 0.5*RMSE) : a ne pas retenir tel quel
SOBG,1,panel_leave_one_country_out,finale,random_walk,4,0.5378096466322179,0.4400586694839248,0.8605043503644926,0.8062164712203501,0.1973391237355071,,,evalue,,non_calcule,0.1096536103625907,0.1754475944064067,False,niveau_ratio,"RMSE relative < baseline et pas de derive, DM non significatif ou non calcule"
SOBG,2,elasticnet,interne,random_walk,12,2.4921269003019133,1.994975256309128,2.441382425038673,1.9353863860503775,1.994975256309128,,,evalue,0.8938539150539402,calcule,0.5476768983612853,0.5365251480961704,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,2,elasticnet,finale,random_walk,4,1.4112288587831392,1.0554847103780518,1.7363432573303874,1.71595280901455,1.0058719070196886,,,evalue,,non_calcule,0.2877344063693849,0.3540217401961567,True,niveau_ratio,RMSE relative < baseline MAIS derive systematique detectee (biais > 0.5*RMSE) : a ne pas retenir tel quel
SOBG,2,panel_avec_effets_fixes,interne,random_walk,12,2.190474082231696,1.8249220125188808,2.441382425038673,1.9353863860503775,1.8249220125188808,,,evalue,0.568105745689568,calcule,0.4813848167812409,0.5365251480961704,True,niveau_ratio,RMSE relative < baseline MAIS derive systematique detectee (biais > 0.5*RMSE) : a ne pas retenir tel quel
SOBG,2,panel_avec_effets_fixes,finale,random_walk,4,1.5302253468066138,0.9398638450658476,1.7363432573303874,1.71595280901455,0.9398638450658476,,,evalue,,non_calcule,0.3119965121422216,0.3540217401961567,True,niveau_ratio,RMSE relative < baseline MAIS derive systematique detectee (biais > 0.5*RMSE) : a ne pas retenir tel quel
SOBG,2,panel_leave_one_country_out,interne,random_walk,12,1.9193113572336564,1.3656897536135002,2.441382425038673,1.9353863860503775,1.3085061972002092,,,evalue,0.2421228421164181,calcule,0.4217933248070044,0.5365251480961704,True,niveau_ratio,RMSE relative < baseline MAIS derive systematique detectee (biais > 0.5*RMSE) : a ne pas retenir tel quel
SOBG,2,panel_leave_one_country_out,finale,random_walk,4,1.5598794110620595,1.0356247137307035,1.7363432573303874,1.71595280901455,1.0356247137307035,,,evalue,,non_calcule,0.3180426573311299,0.3540217401961567,True,niveau_ratio,RMSE relative < baseline MAIS derive systematique detectee (biais > 0.5*RMSE) : a ne pas retenir tel quel
SOBG,3,elasticnet,interne,random_walk,10,4.2735660167791165,3.666902134471032,3.0817461151153283,2.30970990540076,3.666902134471032,,,evalue,0.1282107718097065,calcule,0.8713947150419277,0.6283785642409294,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,3,elasticnet,finale,random_walk,4,5.429462509414609,4.20915279314592,2.221192730353471,2.17698335828525,-1.6888307710462058,,,evalue,,non_calcule,1.10700908809243,0.4528773400023423,False,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,3,panel_avec_effets_fixes,interne,random_walk,10,3.094721740102306,2.408751838585506,3.0817461151153283,2.30970990540076,2.3982205452940453,,,evalue,0.9707230663150626,calcule,0.631024338517874,0.6283785642409294,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,3,panel_avec_effets_fixes,finale,random_walk,4,2.079718457746889,1.6276823204160962,2.221192730353471,2.17698335828525,1.6276823204160962,,,evalue,,non_calcule,0.4240322553857368,0.4528773400023423,True,niveau_ratio,RMSE relative < baseline MAIS derive systematique detectee (biais > 0.5*RMSE) : a ne pas retenir tel quel
SOBG,3,panel_leave_one_country_out,interne,random_walk,10,3.170741605798603,2.3679771677481964,3.0817461151153283,2.30970990540076,2.282278628970304,,,evalue,0.7262732172949087,calcule,0.6465250489189447,0.6283785642409294,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,3,panel_leave_one_country_out,finale,random_walk,4,2.154918689105749,1.8037795746696297,2.221192730353471,2.17698335828525,1.8037795746696297,,,evalue,,non_calcule,0.4393647748379959,0.4528773400023423,True,niveau_ratio,RMSE relative < baseline MAIS derive systematique detectee (biais > 0.5*RMSE) : a ne pas retenir tel quel
SOBG,4,elasticnet,interne,random_walk,8,3.804881905746688,3.5929180929799323,1.8777319909875068,1.7069751462322498,3.5929180929799323,,,evalue,0.0,calcule,0.8377169684183413,0.4134183372725455,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,4,elasticnet,finale,random_walk,4,1.835175393935811,1.772387267906217,2.293082881583889,2.0731287284470747,0.7463816055742005,,,evalue,,non_calcule,0.374172551299113,0.4675349696698124,False,niveau_ratio,"RMSE relative < baseline et pas de derive, DM non significatif ou non calcule"
SOBG,4,panel_avec_effets_fixes,interne,random_walk,8,2.7305877275124204,2.2768314890157875,1.8777319909875068,1.7069751462322498,2.2768314890157875,,,evalue,0.2925772158686606,calcule,0.6011907149173742,0.4134183372725455,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,4,panel_avec_effets_fixes,finale,random_walk,4,2.27022927510433,2.0790644728224,2.293082881583889,2.0731287284470747,2.0790644728224,,,evalue,,non_calcule,0.4628753647780406,0.4675349696698124,True,niveau_ratio,RMSE relative < baseline MAIS derive systematique detectee (biais > 0.5*RMSE) : a ne pas retenir tel quel
SOBG,4,panel_leave_one_country_out,interne,random_walk,8,3.063327812834145,2.6425903797464683,1.8777319909875068,1.7069751462322498,2.6425903797464683,,,evalue,0.2260070192454835,calcule,0.6744497601261042,0.4134183372725455,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,4,panel_leave_one_country_out,finale,random_walk,4,2.666784871363358,2.537258212995673,2.293082881583889,2.0731287284470747,2.537258212995673,,,evalue,,non_calcule,0.5437287914720188,0.4675349696698124,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,5,elasticnet,interne,random_walk,6,1.4826135164624863,1.1433455110098096,1.9540602951802648,1.7148597074213334,1.0075099804175884,,,evalue,,non_calcule,0.3312569352268693,0.436591206975081,True,niveau_ratio,RMSE relative < baseline MAIS derive systematique detectee (biais > 0.5*RMSE) : a ne pas retenir tel quel
SOBG,5,elasticnet,finale,random_walk,4,4.241823220301879,3.941671950595328,1.3341264375105308,1.1260826492632998,-3.941671950595328,,,evalue,,non_calcule,0.8648621934147881,0.2720140508250364,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,5,panel_avec_effets_fixes,interne,random_walk,6,2.7707776740602528,2.404438057041578,1.9540602951802648,1.7148597074213334,2.404438057041578,,,evalue,,non_calcule,0.6190684964846376,0.436591206975081,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,5,panel_avec_effets_fixes,finale,random_walk,4,2.6202633040459182,2.5084501138340185,1.3341264375105308,1.1260826492632998,2.5084501138340185,,,evalue,,non_calcule,0.5342435435817515,0.2720140508250364,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,5,panel_leave_one_country_out,interne,random_walk,6,2.828215962194446,2.400488381324854,1.9540602951802648,1.7148597074213334,2.400488381324854,,,evalue,,non_calcule,0.6319018013754554,0.436591206975081,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
SOBG,5,panel_leave_one_country_out,finale,random_walk,4,2.693832896110827,2.601928955907776,1.3341264375105308,1.1260826492632998,2.601928955907776,,,evalue,,non_calcule,0.5492435931965868,0.2720140508250364,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
DETTE_PUBLIQUE,1,elasticnet,interne,random_walk,14,4.746268649200645,3.574059192095539,4.144186978682999,2.8285714285714296,-1.3908595612232248,,,evalue,0.1103573751582791,calcule,0.0868144252532127,0.0758016954553984,False,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
DETTE_PUBLIQUE,1,elasticnet,finale,random_walk,4,4.246362902425523,3.563899193435251,2.2433234274174554,2.125,3.086693042840043,,,evalue,,non_calcule,0.0612750779570782,0.0323711894288233,True,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
DETTE_PUBLIQUE,1,panel_avec_effets_fixes,interne,random_walk,14,4.184986451623992,2.3324325674141515,4.144186978682999,2.8285714285714296,-1.5688644018961828,,,evalue,0.9516497229055828,calcule,0.0765479622716695,0.0758016954553984,False,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
DETTE_PUBLIQUE,1,panel_avec_effets_fixes,finale,random_walk,4,4.292054632042518,3.7315990959510863,2.2433234274174554,2.125,-0.4282090796520599,,,evalue,,non_calcule,0.0619344102747838,0.0323711894288233,False,niveau_ratio,baseline non battue (RMSE relative) sur ce bloc
