origin,target_year,y_true,y_pred,block,n_train,n_features_non_nulles,cible,horizon,modele,n_pays_entrainement,effets_fixes_pays,p_retenu
2006,2007,3.44106776690418,5.271018442496528,interne,6.0,11.0,CROISSANCE_PIB,1,elasticnet,,,
2007,2008,5.68453936284732,7.484146964770938,interne,7.0,12.0,CROISSANCE_PIB,1,elasticnet,,,
2008,2009,3.74576940136258,4.864963887294922,interne,8.0,12.0,CROISSANCE_PIB,1,elasticnet,,,
2009,2010,3.49955709403216,3.6697278678919902,interne,9.0,11.0,CROISSANCE_PIB,1,elasticnet,,,
2010,2011,5.52464523319847,4.755557541047197,interne,10.0,13.0,CROISSANCE_PIB,1,elasticnet,,,
2011,2012,3.06234368502997,4.755390641736866,interne,11.0,12.0,CROISSANCE_PIB,1,elasticnet,,,
2012,2013,4.12221286860944,5.842130894093925,interne,12.0,12.0,CROISSANCE_PIB,1,elasticnet,,,
2013,2014,2.7192440802029,4.817120975226504,interne,13.0,12.0,CROISSANCE_PIB,1,elasticnet,,,
2014,2015,4.34458297635238,4.004218276281102,interne,14.0,16.0,CROISSANCE_PIB,1,elasticnet,,,
2015,2016,0.52118550608968,3.910441193953489,interne,15.0,17.0,CROISSANCE_PIB,1,elasticnet,,,
2016,2017,5.05789816173446,4.618357888533813,interne,16.0,16.0,CROISSANCE_PIB,1,elasticnet,,,
2017,2018,3.06564133025955,2.9030291616134947,interne,17.0,16.0,CROISSANCE_PIB,1,elasticnet,,,
2018,2019,2.89097476137077,4.219662908441986,interne,18.0,16.0,CROISSANCE_PIB,1,elasticnet,,,
2019,2020,-7.17820744246774,4.409119953456356,interne,19.0,17.0,CROISSANCE_PIB,1,elasticnet,,,
2020,2021,8.15473889823681,6.13259513832571,finale,20.0,14.0,CROISSANCE_PIB,1,elasticnet,,,
2021,2022,1.81269242194809,-2.614242713612259,finale,21.0,16.0,CROISSANCE_PIB,1,elasticnet,,,
2022,2023,3.65564411017931,4.990909344673184,finale,22.0,17.0,CROISSANCE_PIB,1,elasticnet,,,
2023,2024,3.79336515978963,1.3897419354805947,finale,23.0,17.0,CROISSANCE_PIB,1,elasticnet,,,
2002,2003,6.17110214953244,7.471126554578078,interne,18.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2003,2004,4.57138016516208,5.716445347433105,interne,27.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2004,2005,3.19224973015831,4.365734180678488,interne,36.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2005,2006,7.7908200104027,3.5794391775396144,interne,45.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2006,2007,3.44106776690418,4.488062459269804,interne,54.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2007,2008,5.68453936284732,5.214471122928012,interne,63.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2008,2009,3.74576940136258,4.401594611247182,interne,72.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2009,2010,3.49955709403216,3.389966619858284,interne,81.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2010,2011,5.52464523319847,4.2973656157920574,interne,90.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2011,2012,3.06234368502997,4.203750997161477,interne,99.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2012,2013,4.12221286860944,4.100781383767857,interne,108.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2013,2014,2.7192440802029,4.076599905435531,interne,117.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2014,2015,4.34458297635238,3.6020564010273413,interne,126.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2015,2016,0.52118550608968,3.9115782845192033,interne,135.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2016,2017,5.05789816173446,3.1957691652268414,interne,144.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2017,2018,3.06564133025955,3.828686374529522,interne,153.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2018,2019,2.89097476137077,3.863699835452008,interne,162.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2019,2020,-7.17820744246774,3.7182509951613456,interne,171.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2020,2021,8.15473889823681,0.5935758548877601,finale,180.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2021,2022,1.81269242194809,3.1180097358019054,finale,189.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2022,2023,3.65564411017931,4.812384760453352,finale,198.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2023,2024,3.79336515978963,4.470898352702508,finale,207.0,,CROISSANCE_PIB,1,panel_avec_effets_fixes,9.0,True,
2002,2003,6.17110214953244,2.767163614638241,interne,16.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2003,2004,4.57138016516208,3.4111300970869927,interne,24.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2004,2005,3.19224973015831,4.478784599988977,interne,32.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2005,2006,7.7908200104027,3.482392320184908,interne,40.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2006,2007,3.44106776690418,4.681497917556664,interne,48.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2007,2008,5.68453936284732,4.833399600543817,interne,56.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2008,2009,3.74576940136258,4.1909192268334685,interne,64.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2009,2010,3.49955709403216,3.1938127075877323,interne,72.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2010,2011,5.52464523319847,3.9338009493733437,interne,80.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2011,2012,3.06234368502997,4.112067355606518,interne,88.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2012,2013,4.12221286860944,3.442067245988656,interne,96.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2013,2014,2.7192440802029,3.60345593032527,interne,104.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2014,2015,4.34458297635238,3.3451470347621766,interne,112.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2015,2016,0.52118550608968,3.827642501984883,interne,120.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2016,2017,5.05789816173446,2.7350769556701806,interne,128.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2017,2018,3.06564133025955,3.839785155600128,interne,136.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2018,2019,2.89097476137077,3.8397683398385065,interne,144.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2019,2020,-7.17820744246774,3.5152182133855594,interne,152.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2020,2021,8.15473889823681,-0.06510873071904344,finale,160.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2021,2022,1.81269242194809,3.4811849155081163,finale,168.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2022,2023,3.65564411017931,4.709273085617959,finale,176.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2023,2024,3.79336515978963,4.8094261669441245,finale,184.0,,CROISSANCE_PIB,1,panel_leave_one_country_out,8.0,False,
2006,2007,3.44106776690418,7.7908200104027,interne,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2007,2008,5.68453936284732,3.44106776690418,interne,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2008,2009,3.74576940136258,5.68453936284732,interne,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2009,2010,3.49955709403216,3.74576940136258,interne,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2010,2011,5.52464523319847,3.49955709403216,interne,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2011,2012,3.06234368502997,5.52464523319847,interne,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2012,2013,4.12221286860944,3.06234368502997,interne,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2013,2014,2.7192440802029,4.12221286860944,interne,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2014,2015,4.34458297635238,2.7192440802029,interne,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2015,2016,0.52118550608968,4.34458297635238,interne,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2016,2017,5.05789816173446,0.52118550608968,interne,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2017,2018,3.06564133025955,5.05789816173446,interne,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2018,2019,2.89097476137077,3.06564133025955,interne,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2019,2020,-7.17820744246774,2.89097476137077,interne,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2020,2021,8.15473889823681,-7.17820744246774,finale,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2021,2022,1.81269242194809,8.15473889823681,finale,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2022,2023,3.65564411017931,1.81269242194809,finale,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2023,2024,3.79336515978963,3.65564411017931,finale,,,CROISSANCE_PIB,1,baseline_random_walk,,,
2006,2007,3.44106776690418,7.82913546752349,interne,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2007,2008,5.68453936284732,3.205128992736263,interne,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2008,2009,3.74576940136258,5.594448257509465,interne,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2009,2010,3.49955709403216,3.5529739151276765,interne,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2010,2011,5.52464523319847,3.30395019616065,interne,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2011,2012,3.06234368502997,5.440073087178851,interne,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2012,2013,4.12221286860944,2.8645463293842135,interne,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2013,2014,2.7192440802029,3.981582173837557,interne,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2014,2015,4.34458297635238,2.5237291204903807,interne,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2015,2016,0.52118550608968,4.224936927300777,interne,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2016,2017,5.05789816173446,0.2533894001896331,interne,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2017,2018,3.06564133025955,4.974890854355368,interne,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2018,2019,2.89097476137077,2.911921077543576,interne,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2019,2020,-7.17820744246774,2.7365064259343383,interne,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2020,2021,8.15473889823681,-7.674562463021485,finale,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2021,2022,1.81269242194809,8.186027256391675,finale,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2022,2023,3.65564411017931,1.6383893338305817,finale,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2023,2024,3.79336515978963,3.5443802338226993,finale,,,CROISSANCE_PIB,1,baseline_random_walk_drift,,,
2006,2007,3.44106776690418,1.3789795368233164,interne,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2007,2008,5.68453936284732,5.7328628563425,interne,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2008,2009,3.74576940136258,4.8962204657934985,interne,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2009,2010,3.49955709403216,5.128454656065056,interne,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2010,2011,5.52464523319847,5.8456732607432205,interne,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2011,2012,3.06234368502997,3.2290888416958223,interne,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2012,2013,4.12221286860944,5.608128346572323,interne,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2013,2014,2.7192440802029,5.035892913326619,interne,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2014,2015,4.34458297635238,5.402007548055386,interne,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2015,2016,0.52118550608968,4.102044455468151,interne,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2016,2017,5.05789816173446,6.978746233953202,interne,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2017,2018,3.06564133025955,2.8809131079522494,interne,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2018,2019,2.89097476137077,3.9016957887887425,interne,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2019,2020,-7.17820744246774,5.444772622174013,interne,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2020,2021,8.15473889823681,11.372756364810737,finale,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2021,2022,1.81269242194809,-3.227113605242949,finale,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2022,2023,3.65564411017931,2.814035050620591,finale,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2023,2024,3.79336515978963,4.739908171992333,finale,,,CROISSANCE_PIB,1,baseline_ar_p,,,3.0
2007,2009,3.74576940136258,4.734378726650548,interne,6.0,12.0,CROISSANCE_PIB,2,elasticnet,,,
2008,2010,3.49955709403216,4.499978795906461,interne,7.0,10.0,CROISSANCE_PIB,2,elasticnet,,,
2009,2011,5.52464523319847,4.499073731374811,interne,8.0,9.0,CROISSANCE_PIB,2,elasticnet,,,
2010,2012,3.06234368502997,4.054865437460991,interne,9.0,10.0,CROISSANCE_PIB,2,elasticnet,,,
2011,2013,4.12221286860944,4.756955622252293,interne,10.0,9.0,CROISSANCE_PIB,2,elasticnet,,,
2012,2014,2.7192440802029,4.400808918946824,interne,11.0,9.0,CROISSANCE_PIB,2,elasticnet,,,
2013,2015,4.34458297635238,4.250846235153057,interne,12.0,9.0,CROISSANCE_PIB,2,elasticnet,,,
2014,2016,0.52118550608968,4.32161291799152,interne,13.0,11.0,CROISSANCE_PIB,2,elasticnet,,,
2015,2017,5.05789816173446,4.2482912227485246,interne,14.0,11.0,CROISSANCE_PIB,2,elasticnet,,,
2016,2018,3.06564133025955,3.646333836568958,interne,15.0,13.0,CROISSANCE_PIB,2,elasticnet,,,
2017,2019,2.89097476137077,4.12723136519406,interne,16.0,14.0,CROISSANCE_PIB,2,elasticnet,,,
2018,2020,-7.17820744246774,4.025278656532567,interne,17.0,14.0,CROISSANCE_PIB,2,elasticnet,,,
2019,2021,8.15473889823681,3.6196365176079737,finale,18.0,12.0,CROISSANCE_PIB,2,elasticnet,,,
2020,2022,1.81269242194809,1.7070118180252065,finale,19.0,15.0,CROISSANCE_PIB,2,elasticnet,,,
2021,2023,3.65564411017931,3.5375472074050007,finale,20.0,16.0,CROISSANCE_PIB,2,elasticnet,,,
2022,2024,3.79336515978963,2.082040187904058,finale,21.0,16.0,CROISSANCE_PIB,2,elasticnet,,,
2003,2005,3.19224973015831,3.848756545680563,interne,18.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2004,2006,7.7908200104027,3.1286578850586877,interne,27.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2005,2007,3.44106776690418,4.013363914127129,interne,36.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2006,2008,5.68453936284732,5.238625634587321,interne,45.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2007,2009,3.74576940136258,4.80336776589599,interne,54.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2008,2010,3.49955709403216,5.071054745660412,interne,63.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2009,2011,5.52464523319847,3.18407471623022,interne,72.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2010,2012,3.06234368502997,4.29545562821513,interne,81.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2011,2013,4.12221286860944,4.342269403480424,interne,90.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2012,2014,2.7192440802029,4.395322683984448,interne,99.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2013,2015,4.34458297635238,4.378810508308185,interne,108.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2014,2016,0.52118550608968,4.299756284951875,interne,117.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2015,2017,5.05789816173446,4.267975173948715,interne,126.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2016,2018,3.06564133025955,3.9818300489288116,interne,135.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2017,2019,2.89097476137077,4.232918428121195,interne,144.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2018,2020,-7.17820744246774,4.0103333194731805,interne,153.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2019,2021,8.15473889823681,3.8938682573748147,finale,162.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2020,2022,1.81269242194809,2.102129804702213,finale,171.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2021,2023,3.65564411017931,4.635963707243318,finale,180.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2022,2024,3.79336515978963,4.685935955243106,finale,189.0,,CROISSANCE_PIB,2,panel_avec_effets_fixes,9.0,True,
2003,2005,3.19224973015831,3.074405022600434,interne,16.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2004,2006,7.7908200104027,3.6854136844509715,interne,24.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2005,2007,3.44106776690418,4.597641976189312,interne,32.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2006,2008,5.68453936284732,5.151143452155874,interne,40.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2007,2009,3.74576940136258,4.82203025296722,interne,48.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2008,2010,3.49955709403216,4.923414943968616,interne,56.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2009,2011,5.52464523319847,3.47652238796448,interne,64.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2010,2012,3.06234368502997,4.011391231164327,interne,72.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2011,2013,4.12221286860944,4.229610846499571,interne,80.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2012,2014,2.7192440802029,3.782970426983721,interne,88.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2013,2015,4.34458297635238,3.863527788874696,interne,96.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2014,2016,0.52118550608968,3.785123964820741,interne,104.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2015,2017,5.05789816173446,3.978692155090413,interne,112.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2016,2018,3.06564133025955,3.763148582084986,interne,120.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2017,2019,2.89097476137077,4.135958660619329,interne,128.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2018,2020,-7.17820744246774,4.0875437572676665,interne,136.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2019,2021,8.15473889823681,3.943635785253569,finale,144.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2020,2022,1.81269242194809,2.338002506839599,finale,152.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2021,2023,3.65564411017931,4.378490160487733,finale,160.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2022,2024,3.79336515978963,4.686763056823021,finale,168.0,,CROISSANCE_PIB,2,panel_leave_one_country_out,8.0,False,
2007,2009,3.74576940136258,3.44106776690418,interne,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2008,2010,3.49955709403216,5.68453936284732,interne,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2009,2011,5.52464523319847,3.74576940136258,interne,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2010,2012,3.06234368502997,3.49955709403216,interne,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2011,2013,4.12221286860944,5.52464523319847,interne,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2012,2014,2.7192440802029,3.06234368502997,interne,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2013,2015,4.34458297635238,4.12221286860944,interne,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2014,2016,0.52118550608968,2.7192440802029,interne,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2015,2017,5.05789816173446,4.34458297635238,interne,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2016,2018,3.06564133025955,0.52118550608968,interne,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2017,2019,2.89097476137077,5.05789816173446,interne,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2018,2020,-7.17820744246774,3.06564133025955,interne,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2019,2021,8.15473889823681,2.89097476137077,finale,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2020,2022,1.81269242194809,-7.17820744246774,finale,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2021,2023,3.65564411017931,8.15473889823681,finale,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2022,2024,3.79336515978963,1.81269242194809,finale,,,CROISSANCE_PIB,2,baseline_random_walk,,,
2007,2009,3.74576940136258,2.9691902185683463,interne,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2008,2010,3.49955709403216,5.504357152171611,interne,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2009,2011,5.52464523319847,3.3601784288927723,interne,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2010,2012,3.06234368502997,3.10834329828914,interne,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2011,2013,4.12221286860944,5.355500941159232,interne,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2012,2014,2.7192440802029,2.6667489737384575,interne,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2013,2015,4.34458297635238,3.840951479065675,interne,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2014,2016,0.52118550608968,2.328214160777861,interne,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2015,2017,5.05789816173446,4.105290878249174,interne,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2016,2018,3.06564133025955,-0.014406705710413803,interne,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2017,2019,2.89097476137077,4.891883546976277,interne,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2018,2020,-7.17820744246774,2.758200824827602,interne,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2019,2021,8.15473889823681,2.5820380904979072,finale,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2020,2022,1.81269242194809,-8.170917483575229,finale,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2021,2023,3.65564411017931,8.21731561454654,finale,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2022,2024,3.79336515978963,1.4640862457130732,finale,,,CROISSANCE_PIB,2,baseline_random_walk_drift,,,
2007,2009,3.74576940136258,4.85934882824272,interne,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2008,2010,3.49955709403216,4.192733157208205,interne,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2009,2011,5.52464523319847,4.47221028009889,interne,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2010,2012,3.06234368502997,2.951963049321021,interne,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2011,2013,4.12221286860944,5.464692363684898,interne,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2012,2014,2.7192440802029,3.7570710513324235,interne,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2013,2015,4.34458297635238,3.4114628124920157,interne,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2014,2016,0.52118550608968,3.2089564409180005,interne,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2015,2017,5.05789816173446,4.006541121304724,interne,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2016,2018,3.06564133025955,1.3391091391589718,interne,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2017,2019,2.89097476137077,4.046346385945359,interne,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2018,2020,-7.17820744246774,4.625497692272901,interne,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2019,2021,8.15473889823681,2.4520969952600544,finale,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2020,2022,1.81269242194809,-4.972379535923698,finale,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2021,2023,3.65564411017931,5.2451512212583085,finale,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2022,2024,3.79336515978963,5.3395460955530005,finale,,,CROISSANCE_PIB,2,baseline_ar_p,,,3.0
2008,2011,5.52464523319847,5.141859864167839,interne,6.0,0.0,CROISSANCE_PIB,3,elasticnet,,,
2009,2012,3.06234368502997,4.9424183694813735,interne,7.0,0.0,CROISSANCE_PIB,3,elasticnet,,,
2010,2013,4.12221286860944,4.762060710050221,interne,8.0,0.0,CROISSANCE_PIB,3,elasticnet,,,
2011,2014,2.7192440802029,4.84679232373336,interne,9.0,0.0,CROISSANCE_PIB,3,elasticnet,,,
2012,2015,4.34458297635238,4.668347459863021,interne,10.0,0.0,CROISSANCE_PIB,3,elasticnet,,,
2013,2016,0.52118550608968,4.61869886065815,interne,11.0,0.0,CROISSANCE_PIB,3,elasticnet,,,
2014,2017,5.05789816173446,4.460410962286879,interne,12.0,0.0,CROISSANCE_PIB,3,elasticnet,,,
2015,2018,3.06564133025955,4.4515011172149945,interne,13.0,0.0,CROISSANCE_PIB,3,elasticnet,,,
2016,2019,2.89097476137077,4.1707642878489,interne,14.0,0.0,CROISSANCE_PIB,3,elasticnet,,,
2017,2020,-7.17820744246774,4.229906546107938,interne,15.0,0.0,CROISSANCE_PIB,3,elasticnet,,,
2018,2021,8.15473889823681,4.157139970117414,finale,16.0,0.0,CROISSANCE_PIB,3,elasticnet,,,
2019,2022,1.81269242194809,4.082659663720553,finale,17.0,0.0,CROISSANCE_PIB,3,elasticnet,,,
2020,2023,3.65564411017931,3.457055935598981,finale,18.0,0.0,CROISSANCE_PIB,3,elasticnet,,,
2021,2024,3.79336515978963,3.7043024073167614,finale,19.0,0.0,CROISSANCE_PIB,3,elasticnet,,,
2004,2007,3.44106776690418,5.028507566825286,interne,18.0,,CROISSANCE_PIB,3,panel_avec_effets_fixes,9.0,True,
2005,2008,5.68453936284732,4.558880462056033,interne,27.0,,CROISSANCE_PIB,3,panel_avec_effets_fixes,9.0,True,
2006,2009,3.74576940136258,4.991160118480215,interne,36.0,,CROISSANCE_PIB,3,panel_avec_effets_fixes,9.0,True,
