cible,horizon,modele,bloc,baseline_comparaison,n_previsions,rmse_modele,mae_modele,rmse_baseline,mae_baseline,biais_moyen_modele,gain_rmse_vs_baseline_pct,seuil_gain_atteint,statut,dm_pvalue_hln,dm_statut,rmse_relative_modele,rmse_relative_baseline,derive_systematique
BALANCE_COURANTE,1,elasticnet,interne,random_walk,14,3.858166744283741,3.1196119153738544,2.2557858897319925,1.9856437587801765,2.517653500365322,,,evalue,0.04335698274691113,calcule,0.8979907487759936,0.5250355918908876,True
BALANCE_COURANTE,1,elasticnet,finale,random_walk,4,1.2189765809171702,1.0968181993912651,1.584866977999292,1.3306872350097825,-0.2342470435972669,,,evalue,,non_calcule,0.5879007424552226,0.7643661803227548,False
BALANCE_COURANTE,1,panel_avec_effets_fixes,interne,random_walk,14,2.4073188851011746,1.9125285247061108,2.2557858897319925,1.9856437587801765,1.121047553533002,,,evalue,0.5234866543318832,calcule,0.5603049923587264,0.5250355918908876,False
BALANCE_COURANTE,1,panel_avec_effets_fixes,finale,random_walk,4,1.314580545013235,1.1064015777228426,1.584866977999292,1.3306872350097825,0.11994137358613444,,,evalue,,non_calcule,0.6340096196507544,0.7643661803227548,False
BALANCE_COURANTE,1,panel_leave_one_country_out,interne,random_walk,14,2.394479379464347,1.9454484267218002,2.2557858897319925,1.9856437587801765,1.084412592227872,,,evalue,0.4846235578742841,calcule,0.5573165893049157,0.5250355918908876,False
BALANCE_COURANTE,1,panel_leave_one_country_out,finale,random_walk,4,1.313580805385422,1.1676865844136035,1.584866977999292,1.3306872350097825,0.25318468300918706,,,evalue,,non_calcule,0.6335274547932385,0.7643661803227548,False
BALANCE_COURANTE,2,elasticnet,interne,random_walk,12,4.407630059822854,3.32814507664714,3.0175619873686945,2.4657629101889302,2.399803090052437,,,evalue,0.3032574169981015,calcule,0.9519299309670284,0.6517124929581904,True
BALANCE_COURANTE,2,elasticnet,finale,random_walk,4,1.1934409494602627,1.1735198790165275,1.9448959421294687,1.831797525401375,-0.5509369135103855,,,evalue,,non_calcule,0.5755851517149285,0.9380047051566441,False
BALANCE_COURANTE,2,panel_avec_effets_fixes,interne,random_walk,12,3.4009849908818772,2.676442781602542,3.0175619873686945,2.4657629101889302,1.8280016604521123,,,evalue,0.6261333108642373,calcule,0.7345215827210785,0.6517124929581904,True
BALANCE_COURANTE,2,panel_avec_effets_fixes,finale,random_walk,4,1.5530332893819545,1.4085691203691129,1.9448959421294687,1.831797525401375,-0.30149076685280196,,,evalue,,non_calcule,0.7490130968704544,0.9380047051566441,False
BALANCE_COURANTE,2,panel_leave_one_country_out,interne,random_walk,12,3.180314610003821,2.5160542312749654,3.0175619873686945,2.4657629101889302,1.206391902722148,,,evalue,0.7897527957804233,calcule,0.6868626962935369,0.6517124929581904,False
BALANCE_COURANTE,2,panel_leave_one_country_out,finale,random_walk,4,1.5607168609485955,1.346553456298744,1.9448959421294687,1.831797525401375,-0.10619747150708148,,,evalue,,non_calcule,0.7527188099247095,0.9380047051566441,False
BALANCE_COURANTE,3,elasticnet,interne,random_walk,10,4.478775567428899,3.743664346577922,3.3480474879923334,2.9149213943091508,1.1241526797189718,,,evalue,0.5661291783853009,calcule,0.9578959910730932,0.7160620616922906,False
BALANCE_COURANTE,3,elasticnet,finale,random_walk,4,1.4513694128069285,1.2809950973146536,1.3837900672361274,0.9903469284497977,-1.2809950973146536,,,evalue,,non_calcule,0.6999815818643469,0.6673887100588698,True
BALANCE_COURANTE,3,panel_avec_effets_fixes,interne,random_walk,10,3.54130259793498,2.825675879552719,3.3480474879923334,2.9149213943091508,2.6037502899349,,,evalue,0.9045762571994296,calcule,0.7573944062765318,0.7160620616922906,True
BALANCE_COURANTE,3,panel_avec_effets_fixes,finale,random_walk,4,1.3315245031391483,1.00586918266578,1.3837900672361274,0.9903469284497977,1.00586918266578,,,evalue,,non_calcule,0.6421815285440816,0.6673887100588698,True
BALANCE_COURANTE,3,panel_leave_one_country_out,interne,random_walk,10,3.637389600632225,2.867231209499498,3.3480474879923334,2.9149213943091508,2.6451111226128483,,,evalue,0.864889933788684,calcule,0.7779449682085193,0.7160620616922906,True
BALANCE_COURANTE,3,panel_leave_one_country_out,finale,random_walk,4,1.4874214384632916,1.1959006693215555,1.3837900672361274,0.9903469284497977,1.1959006693215555,,,evalue,,non_calcule,0.7173691289117587,0.6673887100588698,True
BALANCE_COURANTE,4,elasticnet,interne,random_walk,8,5.361092682441037,5.137258471459848,3.248134037669326,2.805425503420193,4.630189628470308,,,evalue,0.018598187478045203,calcule,1.4043922495647363,0.8508814412014942,True
BALANCE_COURANTE,4,elasticnet,finale,random_walk,4,1.8990595987427266,1.7028547891322825,1.3839392756205324,1.1083247898876574,-1.7028547891322825,,,evalue,,non_calcule,0.9158982752790308,0.6674606718351217,True
BALANCE_COURANTE,4,panel_avec_effets_fixes,interne,random_walk,8,2.362103061448937,1.9620637136574437,3.248134037669326,2.805425503420193,1.5775304879615806,,,evalue,0.35859637531491595,calcule,0.6187766988317699,0.8508814412014942,True
BALANCE_COURANTE,4,panel_avec_effets_fixes,finale,random_walk,4,1.3310681462617913,1.0396781381234663,1.3839392756205324,1.1083247898876574,1.0396781381234663,,,evalue,,non_calcule,0.6419614319883128,0.6674606718351217,True
BALANCE_COURANTE,4,panel_leave_one_country_out,interne,random_walk,8,2.438734755299196,1.9684832733097168,3.248134037669326,2.805425503420193,1.5603819691273955,,,evalue,0.4355003456287718,calcule,0.6388511432200953,0.8508814412014942,True
BALANCE_COURANTE,4,panel_leave_one_country_out,finale,random_walk,4,1.5302722536347606,1.2882466103079968,1.3839392756205324,1.1083247898876574,1.2882466103079968,,,evalue,,non_calcule,0.7380356670950956,0.6674606718351217,True
BALANCE_COURANTE,5,elasticnet,interne,random_walk,6,9.301703199238013,8.443637311757486,3.1397633005130854,2.6928473256929415,8.443637311757486,,,evalue,,non_calcule,3.06248188488471,1.0337319977522872,True
BALANCE_COURANTE,5,elasticnet,finale,random_walk,4,2.1916051174749325,1.766585735461397,2.3266476207571976,1.9890892798601327,-1.2862284854726853,,,evalue,,non_calcule,1.0569901800432773,1.1221198873612968,True
BALANCE_COURANTE,5,panel_avec_effets_fixes,interne,random_walk,6,1.0287468950401786,0.7556838170872361,3.1397633005130854,2.6928473256929415,0.3254626414091152,,,evalue,,non_calcule,0.33870342481471855,1.0337319977522872,False
BALANCE_COURANTE,5,panel_avec_effets_fixes,finale,random_walk,4,1.3106950499397856,0.9546410719697578,2.3266476207571976,1.9890892798601327,0.7845063496125375,,,evalue,,non_calcule,0.6321356825511849,1.1221198873612968,True
BALANCE_COURANTE,5,panel_leave_one_country_out,interne,random_walk,6,0.9714383202543703,0.7171795677394744,3.1397633005130854,2.6928473256929415,0.26072441309835476,,,evalue,,non_calcule,0.31983521666285275,1.0337319977522872,False
BALANCE_COURANTE,5,panel_leave_one_country_out,finale,random_walk,4,1.5365888639660372,1.1140042675571191,2.3266476207571976,1.9890892798601327,1.0933852443248986,,,evalue,,non_calcule,0.7410821078238943,1.1221198873612968,True
TACH,1,elasticnet,interne,random_walk,14,0.678481968027582,0.48266226376167165,0.5861112156774145,0.3172142857142853,0.12422573344299272,-15.759935977919712,False,evalue,0.012317650772976307,calcule,,,
TACH,1,elasticnet,finale,random_walk,4,1.2803118166120746,1.1850712873168665,0.7092647601566002,0.6249999999999996,0.7535799492969297,-80.51253756487093,False,evalue,,non_calcule,,,
TACH,1,panel_avec_effets_fixes,interne,random_walk,14,0.6020133096095466,0.34911204932167944,0.5861112156774145,0.3172142857142853,-0.1447265854845076,-2.7131529830482344,False,evalue,0.5527709581428351,calcule,,,
TACH,1,panel_avec_effets_fixes,finale,random_walk,4,0.804538120099621,0.680907608353976,0.7092647601566002,0.6249999999999996,0.5011744567767313,-13.43269330369454,False,evalue,,non_calcule,,,
TACH,1,panel_leave_one_country_out,interne,random_walk,14,0.5782074789288032,0.4146929094677742,0.5861112156774145,0.3172142857142853,0.03720436915652187,1.3485046075216915,False,evalue,0.9167228769762028,calcule,,,
TACH,1,panel_leave_one_country_out,finale,random_walk,4,1.0292295724759035,0.8500889947277748,0.7092647601566002,0.6249999999999996,0.7520759289851058,-45.11218240261331,False,evalue,,non_calcule,,,
TACH,2,elasticnet,interne,random_walk,12,0.7200644252766386,0.5433899658692649,0.6555159545477642,0.4253333333333333,0.15765588861818922,-9.846971729834692,False,evalue,0.5705131586782284,calcule,,,
TACH,2,elasticnet,finale,random_walk,4,1.738535760630715,1.537519661607475,1.399901871561003,1.2752499999999998,0.9092968254838389,-24.18983044090855,False,evalue,,non_calcule,,,
TACH,2,panel_avec_effets_fixes,interne,random_walk,12,0.75212908293696,0.43870170791006124,0.6555159545477642,0.4253333333333333,-0.4324131421115786,-14.738486183124023,False,evalue,0.40379693964364316,calcule,,,
TACH,2,panel_avec_effets_fixes,finale,random_walk,4,1.2089940225334785,1.0261378882620957,1.399901871561003,1.2752499999999998,0.18965024462731828,13.637230787801354,True,evalue,,non_calcule,,,
TACH,2,panel_leave_one_country_out,interne,random_walk,12,0.6676889312185392,0.379869728518542,0.6555159545477642,0.4253333333333333,-0.22962856107322752,-1.8570069250523493,False,evalue,0.8560945730216938,calcule,,,
TACH,2,panel_leave_one_country_out,finale,random_walk,4,1.3892043786439046,1.212931787654969,1.399901871561003,1.2752499999999998,0.5203785897065707,0.7641601982551723,False,evalue,,non_calcule,,,
TACH,3,elasticnet,interne,random_walk,10,0.6373851711959398,0.49869124249180813,0.7389577795787792,0.49059999999999987,0.18561110718495116,13.745387245363023,True,evalue,0.689408514224165,calcule,,,
TACH,3,elasticnet,finale,random_walk,4,1.5134788403677877,1.2300394559981864,1.5033028636971324,1.3104999999999998,0.8145516744786079,-0.6769079549033188,False,evalue,,non_calcule,,,
TACH,3,panel_avec_effets_fixes,interne,random_walk,10,0.8160965676317664,0.5668054642619371,0.7389577795787792,0.49059999999999987,-0.5668054642619371,-10.438862704301984,False,evalue,0.3546890478868019,calcule,,,
TACH,3,panel_avec_effets_fixes,finale,random_walk,4,1.26776472581434,1.1222891476361596,1.5033028636971324,1.3104999999999998,0.04163349300253483,15.668042918745197,True,evalue,,non_calcule,,,
TACH,3,panel_leave_one_country_out,interne,random_walk,10,0.8244458887497966,0.6387902995837417,0.7389577795787792,0.49059999999999987,-0.6387902995837417,-11.568740668749356,False,evalue,0.2808347386769203,calcule,,,
TACH,3,panel_leave_one_country_out,finale,random_walk,4,1.6754358033071053,1.408724942060437,1.5033028636971324,1.3104999999999998,0.41468285649390246,-11.450316750321324,False,evalue,,non_calcule,,,
TACH,4,elasticnet,interne,random_walk,8,0.7349142460584492,0.5535818795132517,0.7638362062641437,0.5419999999999998,-0.32687586672391,3.7864086526022733,False,evalue,0.4982348015938176,calcule,,,
TACH,4,elasticnet,finale,random_walk,4,0.8666018960998395,0.800852067329552,1.2479846753866812,0.9632499999999999,0.31085058712278046,30.559892826301922,True,evalue,,non_calcule,,,
TACH,4,panel_avec_effets_fixes,interne,random_walk,8,0.9290801857517578,0.7285109416365991,0.7638362062641437,0.5419999999999998,-0.7285109416365991,-21.633431111600213,False,evalue,0.10222672610228134,calcule,,,
TACH,4,panel_avec_effets_fixes,finale,random_walk,4,1.0686153525947322,0.8667791521335251,1.2479846753866812,0.9632499999999999,-0.11737495112057728,14.372718377841656,True,evalue,,non_calcule,,,
TACH,4,panel_leave_one_country_out,interne,random_walk,8,1.3103716815135955,1.1698733640643197,0.7638362062641437,0.5419999999999998,-1.1698733640643197,-71.55139685280292,False,evalue,0.0653837381892508,calcule,,,
TACH,4,panel_leave_one_country_out,finale,random_walk,4,1.4902492490081882,1.2582516835042759,1.2479846753866812,0.9632499999999999,-0.10660574471851181,-19.4124638226381,False,evalue,,non_calcule,,,
TACH,5,elasticnet,interne,random_walk,6,0.6874096140741032,0.3804097956489982,0.7737555600231033,0.5449999999999999,-0.17045000741630764,11.159331242339888,True,evalue,,non_calcule,,,
TACH,5,elasticnet,finale,random_walk,4,0.6730670884433286,0.6007746381428953,0.6616966827784461,0.47699999999999987,0.08285339844152695,-1.718371265991322,False,evalue,,non_calcule,,,
TACH,5,panel_avec_effets_fixes,interne,random_walk,6,0.8367904532364788,0.7024963869780532,0.7737555600231033,0.5449999999999999,-0.628544811032277,-8.14661586554459,False,evalue,,non_calcule,,,
TACH,5,panel_avec_effets_fixes,finale,random_walk,4,0.49441415261643135,0.3944413172220145,0.6616966827784461,0.47699999999999987,-0.04114171497960761,25.28084763242276,True,evalue,,non_calcule,,,
TACH,5,panel_leave_one_country_out,interne,random_walk,6,0.5593180687628339,0.4533462333588402,0.7737555600231033,0.5449999999999999,-0.1614550645329261,27.713854651185528,True,evalue,,non_calcule,,,
TACH,5,panel_leave_one_country_out,finale,random_walk,4,0.7059248459044655,0.535788087098628,0.6616966827784461,0.47699999999999987,0.535788087098628,-6.684053929408647,False,evalue,,non_calcule,,,
FBCF,1,elasticnet,interne,random_walk,14,2.6651234549610754,2.06524632368015,1.5646599021625756,1.3427704550083852,-1.7363014512306283,,,evalue,0.09205053859820778,calcule,0.09415751332438249,0.05527867210494811,True
FBCF,1,elasticnet,finale,random_walk,4,1.1619901710497924,0.9866958307001461,1.0484404370964464,0.8284842992843018,0.9866958307001461,,,evalue,,non_calcule,0.04450396965187906,0.04015503965252014,True
FBCF,1,panel_avec_effets_fixes,interne,random_walk,14,1.5735439147108288,1.2370723693667334,1.5646599021625756,1.3427704550083852,-0.6948551991346008,,,evalue,0.9616906660394096,calcule,0.0555925399403495,0.05527867210494811,False
FBCF,1,panel_avec_effets_fixes,finale,random_walk,4,1.451327246056813,1.3713566038727167,1.0484404370964464,0.8284842992843018,-0.6453058886929179,,,evalue,,non_calcule,0.05558551640338263,0.04015503965252014,False
FBCF,1,panel_leave_one_country_out,interne,random_walk,14,1.3533238287822507,1.0540831543098115,1.5646599021625756,1.3427704550083852,-0.5542899618129817,,,evalue,0.09452062437236841,calcule,0.04781227158673224,0.05527867210494811,False
FBCF,1,panel_leave_one_country_out,finale,random_walk,4,1.4929932435286728,1.3926455780824156,1.0484404370964464,0.8284842992843018,-0.7870267558900164,,,evalue,,non_calcule,0.057181315002373924,0.04015503965252014,True
FBCF,2,elasticnet,interne,random_walk,12,1.8420081033255022,1.5313337205049757,1.8009150362029755,1.5161011140605494,-0.9827843993863933,,,evalue,0.9377411043825101,calcule,0.06583111958721603,0.06436250356372261,True
FBCF,2,elasticnet,finale,random_walk,4,1.3723461029130113,1.2363837321875923,0.7849958274408018,0.6661881870716257,1.2363837321875923,,,evalue,,non_calcule,0.05256055587865901,0.03006516866637086,True
FBCF,2,panel_avec_effets_fixes,interne,random_walk,12,1.567948834553645,1.395185992308398,1.8009150362029755,1.5161011140605494,-0.4142688069241114,,,evalue,0.5028384111773456,calcule,0.056036576086602036,0.06436250356372261,False
FBCF,2,panel_avec_effets_fixes,finale,random_walk,4,1.6032818148606942,1.3475072687875436,0.7849958274408018,0.6661881870716257,0.10120820735477665,,,evalue,,non_calcule,0.06140534318591272,0.03006516866637086,False
FBCF,2,panel_leave_one_country_out,interne,random_walk,12,1.5324622638699337,1.3442303396575876,1.8009150362029755,1.5161011140605494,-0.10149652402571678,,,evalue,0.2638096516011701,calcule,0.0547683293974577,0.06436250356372261,False
FBCF,2,panel_leave_one_country_out,finale,random_walk,4,2.0839722422086595,1.7472981778886387,0.7849958274408018,0.6661881870716257,0.12291705862868785,,,evalue,,non_calcule,0.07981568152062994,0.03006516866637086,False
FBCF,3,elasticnet,interne,random_walk,10,1.4305762210190744,1.1868530456146325,1.9413519393195093,1.6074887083716594,-0.3203023696705287,,,evalue,0.3873248913484655,calcule,0.051392900988156576,0.06974232238359217,False
FBCF,3,elasticnet,finale,random_walk,4,1.608634959890644,1.4936901853009816,1.0185717889796377,0.8668980366494505,1.4936901853009816,,,evalue,,non_calcule,0.06161036747087698,0.03901107695606102,True
FBCF,3,panel_avec_effets_fixes,interne,random_walk,10,1.392883752223488,1.0674946227568725,1.9413519393195093,1.6074887083716594,0.01322399131838381,,,evalue,0.07398917178322839,calcule,0.05003881353140378,0.06974232238359217,False
FBCF,3,panel_avec_effets_fixes,finale,random_walk,4,0.5681420619583294,0.4193796280096258,1.0185717889796377,0.8668980366494505,0.32008538405890796,,,evalue,,non_calcule,0.02175971683177518,0.03901107695606102,True
FBCF,3,panel_leave_one_country_out,interne,random_walk,10,1.6817896616528039,1.469045789062394,1.9413519393195093,1.6074887083716594,-0.8458437800092916,,,evalue,0.5795022771673237,calcule,0.06041764730484463,0.06974232238359217,True
FBCF,3,panel_leave_one_country_out,finale,random_walk,4,0.7969857264554168,0.5674480344508481,1.0185717889796377,0.8668980366494505,-0.39904685853247024,,,evalue,,non_calcule,0.0305243791787915,0.03901107695606102,True
FBCF,4,elasticnet,interne,random_walk,8,0.9100356792531948,0.664808399410298,1.6650208497052175,1.410675486217913,0.32072983847017555,,,evalue,0.0,calcule,0.03318224199603187,0.06071094356289017,False
FBCF,4,elasticnet,finale,random_walk,4,1.2390409321397677,1.0679427541586417,1.5403958353813836,1.3599246503231006,1.0679427541586417,,,evalue,,non_calcule,0.047454996965737045,0.05899682391268385,True
FBCF,4,panel_avec_effets_fixes,interne,random_walk,8,1.0396283374118385,0.7502998003985573,1.6650208497052175,1.410675486217913,0.3515724304793526,,,evalue,0.02231180699101798,calcule,0.03790752369867677,0.06071094356289017,False
FBCF,4,panel_avec_effets_fixes,finale,random_walk,4,1.272087399484372,1.1716904774354706,1.5403958353813836,1.3599246503231006,0.6586294031907691,,,evalue,,non_calcule,0.04872066944425499,0.05899682391268385,True
FBCF,4,panel_leave_one_country_out,interne,random_walk,8,1.4992012299143522,1.4195303176293215,1.6650208497052175,1.410675486217913,-0.7099467945780114,,,evalue,0.6067565939544339,calcule,0.054664733642740854,0.06071094356289017,False
FBCF,4,panel_leave_one_country_out,finale,random_walk,4,1.509330409230555,1.080802274940483,1.5403958353813836,1.3599246503231006,-0.4494251040260231,,,evalue,,non_calcule,0.05780702487902239,0.05899682391268385,False
FBCF,5,elasticnet,interne,random_walk,6,1.1570669685085277,1.003917171301956,1.2875205763162814,0.9493181662874003,0.8502914027808934,,,evalue,,non_calcule,0.042340543202845624,0.047114231129025984,True
FBCF,5,elasticnet,finale,random_walk,4,1.7972473612668705,1.6686507844610654,2.0203934471780767,1.8577788231113495,1.6686507844610654,,,evalue,,non_calcule,0.06883418123105028,0.07738062756317023,True
FBCF,5,panel_avec_effets_fixes,interne,random_walk,6,2.8052546952517923,2.448653212197772,1.2875205763162814,0.9493181662874003,2.448653212197772,,,evalue,,non_calcule,0.10265266475664554,0.047114231129025984,True
FBCF,5,panel_avec_effets_fixes,finale,random_walk,4,1.9063126706685427,1.7847880713389914,2.0203934471780767,1.8577788231113495,1.7847880713389914,,,evalue,,non_calcule,0.07301135874994415,0.07738062756317023,True
FBCF,5,panel_leave_one_country_out,interne,random_walk,6,1.4051877451531913,1.3702394728757763,1.2875205763162814,0.9493181662874003,-0.8609305069036589,,,evalue,,non_calcule,0.05142002498650486,0.047114231129025984,True
FBCF,5,panel_leave_one_country_out,finale,random_walk,4,0.8960390947617363,0.7287849281865775,2.0203934471780767,1.8577788231113495,-0.014034551061895328,,,evalue,,non_calcule,0.03431810154138104,0.07738062756317023,False
