cible,horizon,modele,bloc,baseline_comparaison,n_previsions,rmse_modele,mae_modele,rmse_baseline,mae_baseline,biais_moyen_modele,gain_rmse_vs_baseline_pct,seuil_gain_atteint,statut,dm_pvalue_hln,dm_statut,rmse_relative_modele,rmse_relative_baseline,derive_systematique
CROISSANCE_PIB,2,panel_leave_one_country_out,interne,random_walk,12,3.54056610855574,2.058404618436882,3.3141496888808413,2.045023081502236,1.4570072785442623,-6.831810296153448,False,evalue,0.47609919159492664,calcule,,,
CROISSANCE_PIB,2,panel_leave_one_country_out,finale,random_walk,4,2.198295153541491,1.5881642863041407,5.759956850247763,5.183607881795228,-0.5173872701874793,61.83486767879291,True,evalue,,non_calcule,,,
CROISSANCE_PIB,3,elasticnet,interne,random_walk,10,3.994646864107989,2.412278447798922,4.310514174317494,2.737813401450416,2.2162239341032794,7.327833697693802,False,evalue,0.3764073826709078,calcule,,,
CROISSANCE_PIB,3,elasticnet,finale,random_walk,4,2.301136561885377,1.6388042742362638,6.392486355306372,5.340651299623541,-0.5038206533500326,64.0024798805364,True,evalue,,non_calcule,,,
CROISSANCE_PIB,3,panel_avec_effets_fixes,interne,random_walk,10,3.9002001858435635,2.2037789006460864,4.310514174317494,2.737813401450416,1.9797359099172713,9.518910549433416,False,evalue,0.2649884483796958,calcule,,,
CROISSANCE_PIB,3,panel_avec_effets_fixes,finale,random_walk,4,2.2920770530820684,1.648928105867066,6.392486355306372,5.340651299623541,-0.5233564327728505,64.1442010872745,True,evalue,,non_calcule,,,
CROISSANCE_PIB,3,panel_leave_one_country_out,interne,random_walk,10,3.835304298990433,2.159414721380093,4.310514174317494,2.737813401450416,1.811812102923529,11.024435974678205,True,evalue,0.24088016164702086,calcule,,,
CROISSANCE_PIB,3,panel_leave_one_country_out,finale,random_walk,4,2.3170067461750574,1.7162075200625386,6.392486355306372,5.340651299623541,-0.6517231065569462,63.75421678840626,True,evalue,,non_calcule,,,
CROISSANCE_PIB,4,elasticnet,interne,random_walk,8,4.314940419782277,2.6521304829188224,2.978878911301762,1.9141325779479001,2.5035205754278875,-44.851152002572,False,evalue,0.4634257776037196,calcule,,,
CROISSANCE_PIB,4,elasticnet,finale,random_walk,4,2.331005210143555,1.7674353483654777,5.74718252915529,4.02150789896993,-0.5140996978389838,59.44090520322899,True,evalue,,non_calcule,,,
