country_iso3,F1,F2,F3,F4,F5,F6,F7,F8
CHL,0.0830995671544674,0.00021626374654544245,0.01391093417034768,0.24190651828327267,0.2406089862255529,0.06709277390816173,0.34289978602117205,0.010265170490480167
CRI,0.07775556137793205,0.05752414175785468,0.20724831004005512,0.5262297886072013,4.2535876318757764e-05,0.005060836366184106,0.04730568362935475,0.07883314234509946
DNK,0.2348102569397245,0.5701072957809525,0.009439971913112641,0.12151515461281148,0.047935808777403714,0.007143077473313524,1.7706413201648627e-05,0.009030728089480147
MAR,0.00010745002207499703,0.6848630707873294,0.04822932171636737,0.0030874933791822023,0.004835532091805782,0.2562041883274209,0.0026457601840957066,2.71834917233941e-05
MYS,0.4806498253830569,0.1698924831174162,0.2657093417182448,0.0705842644052665,0.0006430218251056121,7.774069005482296e-09,0.009487477273149253,0.003033578503691839
PRT,0.38319300189615824,0.10355130204066307,0.009194889530916878,1.3386385234371252e-05,0.48482591620838816,0.002858274751410048,0.015117074712304874,0.0012461544749240935
TUR,0.009732954414187442,0.5327026534282554,0.16062812058760056,0.12957552502226952,0.005004655009257534,0.15899386812589975,0.00080791284982343,0.0025543105627062407
URY,0.6412609138023551,0.011011377340583729,0.1594616805958839,0.0013308698157008397,0.03681183638077826,0.001902784333074391,0.08798743915240446,0.06023309857921935
VNM,0.8390226881884556,0.0013466776382423731,0.12369586384210848,0.035108605111624225,0.0005240351027437942,1.2213071517696733e-05,0.0002883194102583409,1.5976350495351668e-06
