composante,valeur_propre,variance_expliquee_pct,variance_cumulee_pct
F1,13.09932949851706,41.585173011165274,41.585173011165274
F2,7.694252728685906,24.426199138685416,66.01137214985069
F3,3.5830922765384563,11.374896115995101,77.38626826584579
F4,2.901979961319971,9.21263479784118,86.59890306368698
F5,1.6066805300938467,5.100573111409037,91.69947617509601
F6,1.5199699762313592,4.825301511845585,96.52477768694159
F7,0.7456560668496173,2.3671621169829122,98.8919398039245
F8,0.34903896176377963,1.108060196075491,99.99999999999999
