composante,valeur_propre,variance_expliquee_pct,variance_cumulee_pct
F1,12.883460176601238,40.89987357651185,40.89987357651185
F2,7.609529993102491,24.157238073341233,65.05711164985308
F3,3.7226362174123993,11.817892753690153,76.87500440354323
F4,2.7312549468231393,8.67065062483536,85.5456550283786
F5,2.0126401064789174,6.389333671361641,91.93498869974025
F6,1.412125699864269,4.482938729727836,96.41792742946808
F7,0.7899245698898991,2.50769704726952,98.9256244767376
F8,0.3384282898276542,1.074375523262394,99.99999999999999
