country_iso3,year,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
DNK,1991,3.207928322135465,2.0629214092459827,-0.32366349069099737,-0.5011559254232729,1.9440616392636292,0.7382257156721042,-0.5509192347478371,0.43798005056801553,-0.23591719981569567,0.5195041666851896,1.1585300783884123,0.28612869635564725,0.5645341522293282,0.020124656157486414,0.5914977387451013,-0.08142831342401759,-0.22291781910761924,0.10827699269850576,-0.14276060742822755,0.27097370442960855,0.18534829419988785,-0.1222857826113314,0.008830108488264115,0.07414794480583006,-0.09374503981913829,1.661684204489366e-06,2.964927185197548e-14,-1.1035958521258474e-15
DNK,1992,3.2730057652145548,2.1594279004744945,-0.2633990033712338,-0.5673756425527063,1.9861526285512736,0.9216353240606853,-0.4222675962404613,0.46039317112027783,0.012064960622235592,0.5880171288061685,1.1443977500938947,0.08157598439846761,0.6451041433478197,0.08609894495500671,0.7115631165564728,-0.1144342902052399,-0.07459576521748011,0.04996208188274813,-0.0037126751848994407,0.16442252289616613,0.11018903529514183,-0.07659362647844976,0.030012957028719846,0.04205903807594358,-0.07191050585728888,-1.92779720913095e-06,2.5569944090571695e-14,-8.617493596804286e-16
DNK,1993,3.785304970021376,1.9742993013721377,-0.33161594428014335,-1.1450205553233213,1.8841096838699238,1.1435698157720007,-0.5924983918564406,0.20638910938427488,-0.4912138738372678,0.6252986162919015,0.9913012256816514,0.06060213443491849,0.6522117450180532,0.15075124698412098,0.9034736964962659,-0.02447545942046437,-0.12322217214799037,0.12608948343365323,-0.02538119647194357,0.12800633270438586,0.06380761582280009,-0.1384707465433398,0.05858465474042377,0.005260093789189024,-0.056778605431489,-6.744211747911919e-08,1.382983630472162e-14,-1.6693792475743904e-16
DNK,1994,3.1974969888927816,2.129068760293178,-0.13441168888225663,-0.4864111869556461,1.666140273462868,0.3422379887517708,-0.8151400419109918,0.3822479996704866,0.23321204344498866,1.726937128398532,0.771405181304318,-0.3526275740351668,0.41796445294895596,-0.020722552724355164,0.6680629103910449,-0.0023787846520901225,-0.039376655649759056,0.04855119110314722,0.12156639080373881,0.023846923786616018,0.18441406124797521,-0.024339099569975903,0.04216544293727684,0.01724210765193629,-0.03178824068161388,-1.2843174919302974e-07,4.292234870310673e-15,-4.4282560563909363e-16
DNK,1995,3.004911747255114,2.2470648567453186,-0.03201196128985971,-0.520643996282112,1.826672517906116,0.3522308674420476,-0.8599152483981061,0.6984114341084463,0.010828538596351252,0.964099230571017,0.8660509223845726,-0.3154214101283443,0.34340717855448705,-0.11162979872636383,0.747691731740688,0.0741259196745274,-0.09223161866622649,0.08838857278902647,0.0030923209915671578,0.0915523796803123,0.33072955316965036,0.0662509673168916,-0.008293065025860483,0.05896478132853804,-0.04799099494813129,-1.4470374916246747e-07,-1.804185952284117e-14,-5.762850382452255e-16
DNK,1996,3.011206314751801,2.332680924767372,0.10141577193447045,-0.3919447749475641,2.079348011028284,0.6682253639285602,-0.5536355194560013,0.8920116613206958,0.34130783583356245,0.5364398612579552,0.8212470028780807,-0.21387764140579651,0.4572370539565228,-0.030433741177300626,0.7224103086516137,0.10045088784710621,-0.08137840171748272,0.04844600602761545,-0.05652051219561478,0.08394245485788089,0.3320518766046618,0.05124300424780201,0.02954656297700533,0.05159958097500242,-0.023184653355649006,1.941286943579767e-08,-2.4287839559565802e-14,1.8863264599416814e-15
DNK,1997,2.7070319049242157,2.6391799814508006,0.05680639678496002,0.36753306226918225,2.1275213127366235,0.4072030581459147,-0.638795958141297,0.9446949126443314,0.2150344623378824,0.41830977230148425,0.7167342816623288,-0.32246470277598566,0.2092377541923674,-0.1437827945938475,0.3268715772582314,0.10157227655498888,-0.16113060895746398,0.02103034418172962,-0.044968751422342065,0.07365297953579035,0.3300700802874363,0.001752531929684046,0.038472040771584066,0.03322330430044138,-0.05292282103973403,-3.69649155971135e-08,-3.543511420716338e-14,-1.2103912737719605e-16
DNK,1998,2.7052149457966346,2.6948323919492423,0.03690748636404524,0.9214027289340829,2.0939262918742134,0.09230018651583789,-0.8763670081881845,0.649912252932392,-0.3298754822315361,0.3314563959432015,0.6191635321958068,-0.4279332708569239,0.019644307088242552,-0.21163996991468198,0.2415739937865774,0.18234798422344137,-0.14215863180486601,-0.07246500390878745,-0.01197636716443994,0.05232616502750803,0.3615415919323129,0.06774601868918093,0.042132863489050806,0.049808112330330716,0.02586303675717234,1.5185458098487294e-08,-2.609081346840839e-14,-1.7304354023332997e-15
DNK,1999,2.546158455554431,3.087907687671245,0.06698440299854158,2.0190467329889126,1.6699242780113808,-0.09358682927701815,-0.8148224614100111,-0.1312898190879586,-1.391901642567585,1.1769378007041957,0.6142344705913951,-1.1035494024700432,-0.3115089634059162,-0.14429232910111325,0.27645770424215993,0.018180294555204733,0.04566308591114654,0.038375495523838246,0.12506590142305343,0.1088834301141691,0.24250165440758978,-0.01293881591994896,0.0662812910901808,0.022929857257884493,-0.030454143452675615,-3.745161848597601e-07,-4.903241162602719e-15,-2.664094436878426e-16
DNK,2000,1.9792763014201784,3.528224806929843,-0.21539217971846603,3.81001448032943,0.24921524781969376,-1.1073997797884152,-1.5257546626555454,-1.6057486852243466,-3.594202511050821,2.8424431010127496,-0.06847809299965736,-2.2811443976664263,-0.8765151415978574,-0.5333175492264314,0.29361827585440214,0.19542141076046776,0.15286583480790236,0.06840875136459021,0.2957574155466421,-0.03219231509836499,0.2312567744029412,-0.03808527675061767,0.039384496713080794,0.025943765161288643,-0.015506757768223016,9.293467785431042e-07,1.4719223756839896e-14,-2.557969846912947e-15
