variable,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
LFPRF,0.046515634835312784,9.798774068634334,13.486025967733864,0.35565101265095533,0.11087575044817168,0.031080154800177628,0.00013000313337886116,0.07703367907862652,0.06916328052444394,0.07377439681057245,2.8114876601744676,1.743184154922444,2.5597227893235375,0.3425585618990239,2.2448303964137626,0.20129843474806403,0.11764143321483311,0.0064967742068260444,0.013805883979627813,1.501689237975152,2.917557208233573,0.40991757854579425,0.060473051389672794,0.12191730773635023,60.89839557841047,1.764982822863543e-10,4.165393280543979e-27,2.0720485161460386e-27
OUVERTURE_COM,5.5112775048884455,5.704548796197192,2.186674041626943,0.6273019627964441,0.7790341682377362,1.1730112121458556,0.08683453652616961,0.062193307385124325,1.0181145537883427,0.836676246696269,2.4773844966855663,10.629694426433982,0.10304140515648198,0.01614874835830791,0.4076859062632233,0.006997718539786011,5.585625847310067e-05,0.9189941630450018,0.1403780023977873,0.8093973071131544,0.051799062707915136,0.0016751288846306078,0.17819136181181158,0.2562832960448532,0.0002657176219573792,1.5111197572287188e-12,0.0006153607430828125,66.01572571164395
POP_ACTIVE_TOTALE,5.817949416566501,2.8367102660157972e-06,4.8945742825975,2.7069079491646764,5.65119946975959,3.499410926178126,3.7171228003541312,6.965074160620486,0.04323842101760429,0.5597981640202218,0.9300374879016656,0.24510347723475417,1.3394040550458775,6.965777098746377,0.5740241096012461,0.008163896866561911,0.3184843716265617,0.00022771607932894197,1.8223471590644456,5.8115006005748215,24.966006689623846,21.53746646277582,0.7765501368444139,0.8486949645889477,0.0009333464350661231,1.1389593854851171e-12,1.1559482965926385e-26,2.6633620525351576e-28
RETO,2.9602232062016105,3.904527071466161,0.7405626758790188,0.05380200228775237,22.26803056528083,0.527678504866923,1.6300656757071,0.22529626331331343,0.7656058678223538,3.1530844690154636,2.5895807926161947,1.1349793724632162,0.8797455401652196,0.23735770471421455,2.1050089207586407,4.504039804729724,0.337128345848978,0.10620049151212287,0.3525698570549551,0.42226508753507375,0.0003431909506045374,1.0476973654114952,0.4170386736488261,0.03797876962971919,0.020388001471174543,3.3994578446840433e-15,49.578339638794375,0.00046214085495609484
SOBG,0.09063422550055214,0.8093330150602717,2.411482075577599,29.545336465871273,4.3154709228947405,2.0068831394262387,1.6822649474631752,3.3512976026288555,0.06919132112310906,11.147918079230633,0.6221930111929928,0.12209369752070695,2.5012102084767784,0.21028427711133946,0.003865902984945779,0.459859792872878,17.947590543367255,3.6884038077819197,7.187144672970314,5.775219812920633,1.77068454592033,0.39663074504260937,0.7402220812269844,0.044285282100043656,0.01126979249949788,3.143258940920283e-12,3.0892012354684675,2.879576263524755e-05
SOPR,0.004301613896289064,0.18072763502370198,2.9617959602531454,27.463807741400252,7.673926128762106,1.5050610129608095,5.137974949694862,0.1841983146309648,2.5855154113324152,0.1229765249268571,2.3444958431397844,5.271143509519832,12.912562272894695,1.4125509596130108,0.13908943340451801,2.105846618109206,13.729912326680797,1.8425266919619936,3.1137176522154904,6.310338467724091,2.0953827756452337,0.5330461976405846,0.3051930766713286,0.0015052334454200332,0.062403648450374966,2.1338406756044514e-12,1.0182715660470109e-27,3.3943233971597425e-30
TAAC,0.10180315332767856,10.434322621562508,11.127829364784656,0.7519833126606027,0.45192505341719624,0.071038183239013,0.013679670857465178,0.036993555305367416,0.11438525986038516,0.0009404553270312618,3.386916998995145,1.6625130821311789,1.6386014578051826,0.24723622656002112,4.8274730900093665,0.9556580350450636,0.8113713887022289,0.006584443969092325,0.9074726598654232,0.6788698038376487,1.6707012777652532,1.7312896124941062,25.00880748192055,13.925178865164995,19.436424945170806,2.2197220898227917e-10,3.3451223892356916e-27,6.3257566629453e-27
TACH,4.109539879572431,6.6690753949614825,0.10484609940003833,1.2368219965587834,0.07921508585737756,1.142512447652789,0.5112530002730078,13.830632029967441,1.2958555222315091,0.5266714701533078,0.09502619817968962,7.199851420090058,2.671131596740293,0.22102177450645555,5.676517652197444,0.08382545704207614,0.4457802798651626,1.0262738071208242,1.8465977317824869,0.11026991823826268,18.667708891825498,18.489889929747257,6.308640563893188,4.884111011864331,2.766930840276701,2.0573990536379593e-12,2.6655367404553476e-28,9.609723061072056e-29
TAUX_EMPLOI_15P,1.9262011946081448,8.401198126167241,9.54117687886694,0.8332997639515812,0.12420425020680315,0.04545963577796791,0.0013220434889991343,0.8923619861443114,0.005324460364276507,0.5042918607393351,4.840055477958564,0.0004208764973638908,0.40828213777075906,0.5407383562207767,3.714582515760105,1.4966950179566376,1.3659955026310997,0.12188179837251407,0.07770953908881142,0.8553784032047828,4.981909953486255,4.113268586456288,28.600254792350917,13.90254685652488,12.705439985402442,2.130718844329735e-12,2.2158445314950575e-26,8.21125226951797e-28
UNFE,4.436404511428509,6.177948885291724,0.050370947729789076,0.4307042969218886,0.1944198144896344,0.12619149006676286,1.3213405404613419,13.77971537943449,0.7810404129605988,0.1659007318815338,0.18146900446434178,11.146536291169166,7.68479494271178,0.5192285280176338,5.013462892222993,0.3878331790441205,0.9126482708229456,0.7021016497200562,0.034517169126272035,0.9662811440030377,17.992299905457408,24.61072237498481,0.8390727206501234,1.1450318229283203,0.3999630940105897,7.609274932534966e-14,4.6462271790700434e-27,1.936095351999936e-29
